problem_id,goal,task_success,task_plan,task_plan_success_prefix
train_82,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 IronIngot))\n)', '(move-to t1 t10)\n(pick-up i1 o14 t10)\n(smelt-iron_0 t10 o4 i1 o14 i3 o24)')",False,"move-to, pick-up, smelt-iron_0","move-to, pick-up"
train_83,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Bowl))\n)', '(move-to t1 t14)\n(pick-up i1 o8 t14)\n(move-to t14 t5)\n(craft-bowl_1 t5 o1 i1 o8 i3 o24)')",False,"move-to, pick-up, move-to, craft-bowl_1","move-to, pick-up, move-to, craft-bowl_1"
train_83,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Bowl))\n)', '(move-to t1 t15)\n(pick-up i1 o9 t15)\n(move-to t15 t4)\n(craft-bowl1_1 t4 o7 i1 o9 i3 o24)')",True,"move-to, pick-up, move-to, craft-bowl1_1","move-to, pick-up, move-to, craft-bowl1_1"
train_84,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Stick))\n)', '(move-to t1 t5)\n(pick-up i1 o8 t5)\n(move-to t5 t1)\n(craft-stick_1 t1 o1 i1 o8 i3 o24)')",False,"move-to, pick-up, move-to, craft-stick_1","move-to, pick-up, move-to, craft-stick_1"
train_84,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Stick))\n)', '(move-to t1 t14)\n(pick-up i1 o9 t14)\n(move-to t14 t1)\n(craft-stick_2 t1 o1 i1 o9 i3 o24)')",True,"move-to, pick-up, move-to, craft-stick_2","move-to, pick-up, move-to, craft-stick_2"
train_86,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 CookedPotato))\n)', '(move-to t1 t12)\n(pick-up i1 o18 t12)\n(move-to t12 t13)\n(cook-item_2 t13 o7 i1 o18 i3 o24)')",False,"move-to, pick-up, move-to, cook-item_2","move-to, pick-up, move-to"
train_87,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Stick))\n)', '(pick-up i1 o9 t1)\n(move-to t1 t2)\n(craft-stick_2 t2 o1 i1 o9 i3 o24)')",True,"pick-up, move-to, craft-stick_2","pick-up, move-to, craft-stick_2"
train_89,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 IronIngot))\n)', '(move-to t1 t9)\n(pick-up i1 o14 t9)\n(move-to t9 t14)\n(smelt-iron_0 t14 o4 i1 o14 i3 o24)')",False,"move-to, pick-up, move-to, smelt-iron_0","move-to, pick-up, move-to"
train_90,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Arrow))\n)', '(pick-up i1 o11 t1)\n(move-to t1 t5)\n(pick-up i2 o10 t5)\n(move-to t5 t2)\n(craft-arrow i2 i1 i3 o2 o10 o11 o24 t2)')",True,"pick-up, move-to, pick-up, move-to, craft-arrow","pick-up, move-to, pick-up, move-to, craft-arrow"
train_91,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 WoodPlank))\n)', '(move-to t1 t14)\n(pick-up i1 o8 t14)\n(move-to t14 t9)\n(craft-wood-plank i1 i3 o1 o8 o24 t9)')",True,"move-to, pick-up, move-to, craft-wood-plank","move-to, pick-up, move-to, craft-wood-plank"
train_92,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 WoodPlank))\n)', '(move-to t1 t9)\n(pick-up i1 o8 t9)\n(move-to t9 t6)\n(craft-wood-plank i1 i3 o1 o8 o24 t6)')",True,"move-to, pick-up, move-to, craft-wood-plank","move-to, pick-up, move-to, craft-wood-plank"
train_93,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 CookedPotato))\n)', '(move-to t1 t5)\n(pick-up i1 o18 t5)\n(move-to t5 t3)\n(cook-item_2 t3 o7 i1 o18 i3 o24)')",False,"move-to, pick-up, move-to, cook-item_2","move-to, pick-up, move-to"
train_94,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 Bowl))\n)', '(move-to t1 t11)\n(pick-up i1 o9 t11)\n(craft-bowl1_1 t11 o7 i1 o9 i3 o24)')",True,"move-to, pick-up, craft-bowl1_1","move-to, pick-up, craft-bowl1_1"
train_95,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 CookedPotato))\n)', '(move-to t1 t11)\n(pick-up i1 o18 t11)\n(move-to t11 t4)\n(cook-item_2 t4 o7 i1 o18 i3 o24)')",False,"move-to, pick-up, move-to, cook-item_2","move-to, pick-up, move-to"
train_99,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o24)\n\t\t(object-of-type o24 GoldIngot))\n)', '(move-to t1 t2)\n(pick-up i1 o16 t2)\n(move-to t2 t15)\n(smelt-gold-ore_0 t15 o4 i1 o16 i3 o24)')",False,"move-to, pick-up, move-to, smelt-gold-ore_0","move-to, pick-up, move-to"
