problem_id,goal,task_success,task_plan,task_plan_success_prefix
train/look_at_obj_in_light-TennisRacket-None-DeskLamp-324/trial_T20190907_065446_910042,"('(:goal\n\t(exists (?ot - object)\n(exists (?o - object)\n(exists (?l - location)\n(exists (?a - agent)\n(and \n\t\t(objectType ?o TennisRacketType)\n\t\t(atLocation ?a ?l)\n\t\t(objectAtLocation ?o ?l)\n\t\t(objectType ?ot DeskLampType)\n\t\t(toggleable ?ot)\n\t\t(isToggled ?ot))))))\n)', '(TurnOnLamp_1 agent1 loc_bar_7_bar__minus_3_bar_2_bar_45 desklamp_6_dot_97601748_comma_6_dot_97601748_comma__minus_5_dot_67595912_comma__minus_5_dot_67595912_comma_3_dot_1815324_comma_3_dot_1815324 desklamp_6_dot_97601748_comma_6_dot_97601748_comma__minus_5_dot_67595912_comma__minus_5_dot_67595912_comma_3_dot_1815324_comma_3_dot_1815324)')",False,TurnOnLamp_1,TurnOnLamp_1
train/look_at_obj_in_light-TennisRacket-None-DeskLamp-324/trial_T20190907_065446_910042,"('(:goal\n\t(exists (?ot - object)\n(exists (?o - object)\n(exists (?l - location)\n(exists (?a - agent)\n(and \n\t\t(objectType ?ot DeskLampType)\n\t\t(toggleable ?ot)\n\t\t(isToggled ?ot)\n\t\t(objectAtLocation ?ot ?l)\n\t\t(atLocation ?a ?l)\n\t\t(objectType ?o TennisRacketType)\n\t\t(holds ?a ?o))))))\n)', '(TakeObject_0 agent1 loc_bar__minus_6_bar__minus_6_bar_0_bar_60 tennisracket__minus_6_dot_388_comma__minus_6_dot_388_comma__minus_5_dot_468_comma__minus_5_dot_468_comma_0_dot_00402465464_comma_0_dot_00402465464)\n(TurnOnLamp_1 agent1 loc_bar_7_bar__minus_3_bar_2_bar_45 desklamp_6_dot_97601748_comma_6_dot_97601748_comma__minus_5_dot_67595912_comma__minus_5_dot_67595912_comma_3_dot_1815324_comma_3_dot_1815324 desklamp_6_dot_97601748_comma_6_dot_97601748_comma__minus_5_dot_67595912_comma__minus_5_dot_67595912_comma_3_dot_1815324_comma_3_dot_1815324)')",True,"TakeObject_0, TurnOnLamp_1","TakeObject_0, TurnOnLamp_1"
train/pick_and_place_simple-SprayBottle-None-Toilet-418/trial_T20190906_190917_905379,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o SprayBottleType)\n\t\t(receptacleType ?r ToiletType)\n\t\t(inReceptacle ?o ?r))))\n)', '(TakeObject_0 agent1 loc_bar__minus_8_bar__minus_15_bar_3_bar_60 spraybottle__minus_10_dot_4812212_comma__minus_10_dot_4812212_comma__minus_15_dot_0615692_comma__minus_15_dot_0615692_comma_3_dot_23161626_comma_3_dot_23161626)\n(PlaceObject_0 agent1 loc_bar__minus_2_bar__minus_10_bar_2_bar_15 toilet__minus_1_dot_810838224_comma__minus_1_dot_810838224_comma__minus_12_dot_2095146_comma__minus_12_dot_2095146_comma_0_dot_0025726184_comma_0_dot_0025726184 spraybottle__minus_10_dot_4812212_comma__minus_10_dot_4812212_comma__minus_15_dot_0615692_comma__minus_15_dot_0615692_comma_3_dot_23161626_comma_3_dot_23161626)')",False,"TakeObject_0, PlaceObject_0",TakeObject_0
train/pick_and_place_simple-AppleSliced-None-Microwave-14/trial_T20190908_171151_027975,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o AppleType)\n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o ?r)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(TakeObject_0 agent1 loc_bar_1_bar__minus_3_bar_2_bar_60 butterknife_1_dot_184_comma_1_dot_184_comma__minus_5_dot_184_comma__minus_5_dot_184_comma_3_dot_6_comma_3_dot_6)\n(TakeObject_0 agent1 loc_bar_7_bar_9_bar_2_bar_60 apple_7_dot_20150612_comma_7_dot_20150612_comma_6_dot_5446186_comma_6_dot_5446186_comma_0_dot_510050176_comma_0_dot_510050176)\n(PutObjectInReceptacle agent1 loc_bar_4_bar__minus_3_bar_1_bar_45 appletype apple_7_dot_20150612_comma_7_dot_20150612_comma_6_dot_5446186_comma_6_dot_5446186_comma_0_dot_510050176_comma_0_dot_510050176 microwave_7_dot_008_comma_7_dot_008_comma__minus_3_dot_376_comma__minus_3_dot_376_comma_3_dot_600000144_comma_3_dot_600000144)\n(CutObject_1 butterknife_1_dot_184_comma_1_dot_184_comma__minus_5_dot_184_comma__minus_5_dot_184_comma_3_dot_6_comma_3_dot_6 agent1 loc_bar_4_bar__minus_3_bar_1_bar_45 apple_7_dot_20150612_comma_7_dot_20150612_comma_6_dot_5446186_comma_6_dot_5446186_comma_0_dot_510050176_comma_0_dot_510050176)')",False,"TakeObject_0, TakeObject_0, PutObjectInReceptacle, CutObject_1",TakeObject_0
train/pick_heat_then_place_in_recep-TomatoSliced-None-GarbageCan-23/trial_T20190909_034745_393039,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r GarbageCanType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(TakeObject_0 agent1 loc_bar__minus_10_bar__minus_12_bar_0_bar_45 knife__minus_10_dot_2110424_comma__minus_10_dot_2110424_comma__minus_9_dot_38343812_comma__minus_9_dot_38343812_comma_3_dot_7862228_comma_3_dot_7862228)\n(TakeObject_0 agent1 loc_bar__minus_7_bar__minus_6_bar_3_bar_30 tomato__minus_10_dot_6672926_comma__minus_10_dot_6672926_comma__minus_5_dot_69593908_comma__minus_5_dot_69593908_comma_3_dot_9491456_comma_3_dot_9491456)\n(CutObject_0 knife__minus_10_dot_2110424_comma__minus_10_dot_2110424_comma__minus_9_dot_38343812_comma__minus_9_dot_38343812_comma_3_dot_7862228_comma_3_dot_7862228 agent1 loc_bar__minus_7_bar__minus_6_bar_3_bar_30 tomato__minus_10_dot_6672926_comma__minus_10_dot_6672926_comma__minus_5_dot_69593908_comma__minus_5_dot_69593908_comma_3_dot_9491456_comma_3_dot_9491456)\n(PlaceObject_0 agent1 loc_bar__minus_10_bar__minus_15_bar_1_bar_60 garbagecan__minus_7_dot_77520848_comma__minus_7_dot_77520848_comma__minus_15_dot_05346204_comma__minus_15_dot_05346204_comma_0_dot_0_comma_0_dot_0 tomato__minus_10_dot_6672926_comma__minus_10_dot_6672926_comma__minus_5_dot_69593908_comma__minus_5_dot_69593908_comma_3_dot_9491456_comma_3_dot_9491456)\n(HeatObject_1 microwave__minus_5_dot_284_comma__minus_5_dot_284_comma__minus_15_dot_412_comma__minus_15_dot_412_comma_6_dot_084_comma_6_dot_084 agent1 loc_bar__minus_5_bar__minus_12_bar_2_bar_15 tomato__minus_10_dot_6672926_comma__minus_10_dot_6672926_comma__minus_5_dot_69593908_comma__minus_5_dot_69593908_comma_3_dot_9491456_comma_3_dot_9491456)')",False,"TakeObject_0, TakeObject_0, CutObject_0, PlaceObject_0, HeatObject_1",TakeObject_0
train/pick_cool_then_place_in_recep-Bread-None-CounterTop-7/trial_T20190909_021904_818116,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o BreadType)\n\t\t(receptacleType ?r FridgeType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(TakeObject_0 agent1 loc_bar__minus_4_bar_0_bar_3_bar_45 bread__minus_6_dot_95524168_comma__minus_6_dot_95524168_comma_0_dot_1512942316_comma_0_dot_1512942316_comma_3_dot_982030152_comma_3_dot_982030152)\n(ChillObject_1 fridge__minus_0_dot_14_comma__minus_0_dot_14_comma_8_dot_708_comma_8_dot_708_comma_0_dot_0_comma_0_dot_0 agent1 loc_bar_0_bar_5_bar_0_bar_60 bread__minus_6_dot_95524168_comma__minus_6_dot_95524168_comma_0_dot_1512942316_comma_0_dot_1512942316_comma_3_dot_982030152_comma_3_dot_982030152)\n(PutObjectInReceptacle agent1 loc_bar_0_bar_5_bar_0_bar_60 breadtype bread__minus_6_dot_95524168_comma__minus_6_dot_95524168_comma_0_dot_1512942316_comma_0_dot_1512942316_comma_3_dot_982030152_comma_3_dot_982030152 fridge__minus_0_dot_14_comma__minus_0_dot_14_comma_8_dot_708_comma_8_dot_708_comma_0_dot_0_comma_0_dot_0)')",False,"TakeObject_0, ChillObject_1, PutObjectInReceptacle","TakeObject_0, ChillObject_1, PutObjectInReceptacle"
train/pick_heat_then_place_in_recep-TomatoSliced-None-GarbageCan-24/trial_T20190907_225734_462221,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r GarbageCanType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(TakeObject_0 agent1 loc_bar__minus_3_bar_8_bar_2_bar_60 tomato__minus_2_dot_6281164_comma__minus_2_dot_6281164_comma_6_dot_22263716_comma_6_dot_22263716_comma_3_dot_876776932_comma_3_dot_876776932)\n(PlaceObject_0 agent1 loc_bar_2_bar_12_bar_1_bar_60 garbagecan_3_dot_7260784_comma_3_dot_7260784_comma_11_dot_67397116_comma_11_dot_67397116_comma_0_dot_0_comma_0_dot_0 tomato__minus_2_dot_6281164_comma__minus_2_dot_6281164_comma_6_dot_22263716_comma_6_dot_22263716_comma_3_dot_876776932_comma_3_dot_876776932)\n(TakeObject_0 agent1 loc_bar__minus_4_bar_8_bar_2_bar_45 knife__minus_3_dot_6850816_comma__minus_3_dot_6850816_comma_5_dot_398312_comma_5_dot_398312_comma_3_dot_694805384_comma_3_dot_694805384)\n(CutObject_0 knife__minus_3_dot_6850816_comma__minus_3_dot_6850816_comma_5_dot_398312_comma_5_dot_398312_comma_3_dot_694805384_comma_3_dot_694805384 agent1 loc_bar__minus_3_bar_8_bar_2_bar_60 tomato__minus_2_dot_6281164_comma__minus_2_dot_6281164_comma_6_dot_22263716_comma_6_dot_22263716_comma_3_dot_876776932_comma_3_dot_876776932)\n(HeatObject_1 microwave__minus_6_dot_116_comma__minus_6_dot_116_comma_15_dot_5288_comma_15_dot_5288_comma_5_dot_00112532_comma_5_dot_00112532 agent1 loc_bar__minus_6_bar_13_bar_0_bar_30 tomato__minus_2_dot_6281164_comma__minus_2_dot_6281164_comma_6_dot_22263716_comma_6_dot_22263716_comma_3_dot_876776932_comma_3_dot_876776932)')",False,"TakeObject_0, PlaceObject_0, TakeObject_0, CutObject_0, HeatObject_1","TakeObject_0, PlaceObject_0, TakeObject_0, CutObject_0"
train/pick_cool_then_place_in_recep-Mug-None-Cabinet-6/trial_T20190908_224333_300425,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o MugType)\n\t\t(receptacleType ?r CabinetType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(TakeObject_0 agent1 loc_bar_3_bar__minus_4_bar_1_bar_45 mug_5_dot_38226652_comma_5_dot_38226652_comma__minus_4_dot_7092786_comma__minus_4_dot_7092786_comma_3_dot_6545204_comma_3_dot_6545204)\n(PutObjectInReceptacle agent1 loc_bar_2_bar__minus_4_bar_2_bar__minus_30 mugtype mug_5_dot_38226652_comma_5_dot_38226652_comma__minus_4_dot_7092786_comma__minus_4_dot_7092786_comma_3_dot_6545204_comma_3_dot_6545204 cabinet_0_dot_596_comma_0_dot_596_comma__minus_6_dot_4136_comma__minus_6_dot_4136_comma_8_dot_03599928_comma_8_dot_03599928)\n(TakeObject_0 agent1 loc_bar_2_bar__minus_4_bar_2_bar__minus_30 mug_5_dot_38226652_comma_5_dot_38226652_comma__minus_4_dot_7092786_comma__minus_4_dot_7092786_comma_3_dot_6545204_comma_3_dot_6545204)\n(ChillObject_2 agent1 loc_bar_2_bar__minus_4_bar_2_bar__minus_30 mug_5_dot_38226652_comma_5_dot_38226652_comma__minus_4_dot_7092786_comma__minus_4_dot_7092786_comma_3_dot_6545204_comma_3_dot_6545204 mug_5_dot_38226652_comma_5_dot_38226652_comma__minus_4_dot_7092786_comma__minus_4_dot_7092786_comma_3_dot_6545204_comma_3_dot_6545204)')",False,"TakeObject_0, PutObjectInReceptacle, TakeObject_0, ChillObject_2","TakeObject_0, PutObjectInReceptacle, TakeObject_0"
train/pick_cool_then_place_in_recep-BreadSliced-None-CounterTop-13/trial_T20190907_202750_253897,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o BreadType)\n\t\t(receptacleType ?r CounterTopType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(SliceObject_2 agent1 loc_bar__minus_4_bar_24_bar_1_bar_60 bread__minus_2_dot_260024_comma__minus_2_dot_260024_comma_23_dot_729336_comma_23_dot_729336_comma_4_dot_0186186_comma_4_dot_0186186)\n(TakeObject_0 agent1 loc_bar__minus_4_bar_24_bar_1_bar_60 bread__minus_2_dot_260024_comma__minus_2_dot_260024_comma_23_dot_729336_comma_23_dot_729336_comma_4_dot_0186186_comma_4_dot_0186186)\n(CoolObject_0 agent1 loc_bar__minus_4_bar_24_bar_1_bar_60 bread__minus_2_dot_260024_comma__minus_2_dot_260024_comma_23_dot_729336_comma_23_dot_729336_comma_4_dot_0186186_comma_4_dot_0186186 bread__minus_2_dot_260024_comma__minus_2_dot_260024_comma_23_dot_729336_comma_23_dot_729336_comma_4_dot_0186186_comma_4_dot_0186186)')",False,"SliceObject_2, TakeObject_0, CoolObject_0",
train/pick_cool_then_place_in_recep-AppleSliced-None-Microwave-6/trial_T20190909_151225_754039,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o AppleType)\n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(TakeObject_1 agent1 loc_bar_2_bar_5_bar_3_bar_45 apple__minus_0_dot_32612504_comma__minus_0_dot_32612504_comma_5_dot_26935528_comma_5_dot_26935528_comma_3_dot_8900452_comma_3_dot_8900452)\n(PlaceObject_0 agent1 loc_bar__minus_7_bar_10_bar_3_bar_45 microwave__minus_10_dot_3232_comma__minus_10_dot_3232_comma_9_dot_764_comma_9_dot_764_comma_3_dot_6_comma_3_dot_6 apple__minus_0_dot_32612504_comma__minus_0_dot_32612504_comma_5_dot_26935528_comma_5_dot_26935528_comma_3_dot_8900452_comma_3_dot_8900452)\n(ChillObject_2 agent1 loc_bar_2_bar_5_bar_3_bar_45 apple__minus_0_dot_32612504_comma__minus_0_dot_32612504_comma_5_dot_26935528_comma_5_dot_26935528_comma_3_dot_8900452_comma_3_dot_8900452 apple__minus_0_dot_32612504_comma__minus_0_dot_32612504_comma_5_dot_26935528_comma_5_dot_26935528_comma_3_dot_8900452_comma_3_dot_8900452)\n(TakeObject_1 agent1 loc_bar__minus_7_bar_2_bar_3_bar_45 knife__minus_10_dot_154736_comma__minus_10_dot_154736_comma_1_dot_325801848_comma_1_dot_325801848_comma_3_dot_7449984_comma_3_dot_7449984)\n(CutObject_0 knife__minus_10_dot_154736_comma__minus_10_dot_154736_comma_1_dot_325801848_comma_1_dot_325801848_comma_3_dot_7449984_comma_3_dot_7449984 agent1 loc_bar_2_bar_5_bar_3_bar_45 apple__minus_0_dot_32612504_comma__minus_0_dot_32612504_comma_5_dot_26935528_comma_5_dot_26935528_comma_3_dot_8900452_comma_3_dot_8900452)')",False,"TakeObject_1, PlaceObject_0, ChillObject_2, TakeObject_1, CutObject_0","TakeObject_1, PlaceObject_0"
train/pick_cool_then_place_in_recep-Bowl-None-Shelf-5/trial_T20190908_083645_361274,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o BowlType)\n\t\t(receptacleType ?r ShelfType)\n\t\t(inReceptacle ?o ?r))))\n)', '(TakeObject_0 agent1 loc_bar__minus_5_bar_4_bar_2_bar_0 bowl__minus_5_dot_39993524_comma__minus_5_dot_39993524_comma_0_dot_1026002168_comma_0_dot_1026002168_comma_6_dot_63866092_comma_6_dot_63866092)\n(PlaceObject_0 agent1 loc_bar_10_bar_5_bar_2_bar_45 shelf_11_dot_2535982_comma_11_dot_2535982_comma_0_dot_568399012_comma_0_dot_568399012_comma_2_dot_1641448_comma_2_dot_1641448 bowl__minus_5_dot_39993524_comma__minus_5_dot_39993524_comma_0_dot_1026002168_comma_0_dot_1026002168_comma_6_dot_63866092_comma_6_dot_63866092)')",False,"TakeObject_0, PlaceObject_0","TakeObject_0, PlaceObject_0"
train/pick_cool_then_place_in_recep-Bowl-None-Shelf-5/trial_T20190908_083645_361274,"('(:goal\n\t(exists (?r2 - receptacle)\n(exists (?r1 - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o BowlType)\n\t\t(receptacleType ?r1 MicrowaveType)\n\t\t(receptacleType ?r2 ShelfType)\n\t\t(inReceptacle ?o ?r1)\n\t\t(inReceptacle ?o ?r2)))))\n)', '(TakeObject_0 agent1 loc_bar_4_bar__minus_5_bar_1_bar_30 bowl_7_dot_38440704_comma_7_dot_38440704_comma__minus_4_dot_9810548_comma__minus_4_dot_9810548_comma_4_dot_050272_comma_4_dot_050272)\n(PlaceObject_0 agent1 loc_bar_10_bar_5_bar_2_bar_45 shelf_11_dot_2535982_comma_11_dot_2535982_comma_0_dot_568399012_comma_0_dot_568399012_comma_2_dot_1641448_comma_2_dot_1641448 bowl_7_dot_38440704_comma_7_dot_38440704_comma__minus_4_dot_9810548_comma__minus_4_dot_9810548_comma_4_dot_050272_comma_4_dot_050272)')",False,"TakeObject_0, PlaceObject_0","TakeObject_0, PlaceObject_0"
train/pick_cool_then_place_in_recep-Egg-None-CounterTop-27/trial_T20190909_002105_967038,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o EggType)\n\t\t(receptacleType ?r CounterTopType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(ChillObject_0 agent1 loc_bar_6_bar_8_bar_1_bar_60 egg_7_dot_37676524_comma_7_dot_37676524_comma_8_dot_25450228_comma_8_dot_25450228_comma_3_dot_920002224_comma_3_dot_920002224)')",False,ChillObject_0,
train/pick_and_place_simple-TomatoSliced-None-CounterTop-25/trial_T20190908_233907_188674,"('(:goal\n\t(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o)))\n)', '(SliceObject_2 agent1 loc_bar__minus_8_bar_4_bar_3_bar_45 tomato__minus_10_dot_63472652_comma__minus_10_dot_63472652_comma_2_dot_176296948_comma_2_dot_176296948_comma_3_dot_492494584_comma_3_dot_492494584)')",False,SliceObject_2,
train/pick_and_place_simple-TomatoSliced-None-CounterTop-25/trial_T20190908_233907_188674,"('(:goal\n\t(exists (?o2 - object)\n(exists (?o1 - object)\n(exists (?a - agent)\n(and \n\t\t(objectType ?o1 TomatoType)\n\t\t(objectType ?o2 ButterKnifeType)\n\t\t(holds ?a ?o2)\n\t\t(sliceable ?o1)\n\t\t(isSliced ?o1)))))\n)', '(TakeObject_0 agent1 loc_bar__minus_8_bar_4_bar_3_bar_45 butterknife__minus_10_dot_63472652_comma__minus_10_dot_63472652_comma_3_dot_485373736_comma_3_dot_485373736_comma_3_dot_294568_comma_3_dot_294568)\n(CutObject_1 butterknife__minus_10_dot_63472652_comma__minus_10_dot_63472652_comma_3_dot_485373736_comma_3_dot_485373736_comma_3_dot_294568_comma_3_dot_294568 agent1 loc_bar__minus_8_bar_4_bar_3_bar_45 tomato__minus_10_dot_63472652_comma__minus_10_dot_63472652_comma_2_dot_176296948_comma_2_dot_176296948_comma_3_dot_492494584_comma_3_dot_492494584)')",True,"TakeObject_0, CutObject_1","TakeObject_0, CutObject_1"
train/pick_heat_then_place_in_recep-Apple-None-GarbageCan-12/trial_T20190908_172302_166350,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o AppleType)\n\t\t(receptacleType ?r GarbageCanType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o))))\n)', '(TakeObject_0 agent1 loc_bar_4_bar_11_bar_1_bar_60 apple_6_dot_092044_comma_6_dot_092044_comma_11_dot_38923264_comma_11_dot_38923264_comma_0_dot_477743984_comma_0_dot_477743984)\n(WarmObject_0 microwave_6_dot_528_comma_6_dot_528_comma_6_dot_584_comma_6_dot_584_comma_5_dot_92407848_comma_5_dot_92407848 agent1 loc_bar_4_bar_6_bar_1_bar_15 apple_6_dot_092044_comma_6_dot_092044_comma_11_dot_38923264_comma_11_dot_38923264_comma_0_dot_477743984_comma_0_dot_477743984)')",False,"TakeObject_0, WarmObject_0",
train/look_at_obj_in_light-Statue-None-FloorLamp-223/trial_T20190908_211145_259174,"('(:goal\n\t(exists (?ot - object)\n(exists (?o - object)\n(exists (?l - location)\n(exists (?a - agent)\n(and \n\t\t(objectType ?ot FloorLampType)\n\t\t(toggleable ?ot)\n\t\t(isToggled ?ot)\n\t\t(objectAtLocation ?ot ?l)\n\t\t(atLocation ?a ?l)\n\t\t(objectType ?o StatueType)\n\t\t(holds ?a ?o))))))\n)', '(TakeObject_0 agent1 loc_bar_8_bar__minus_5_bar_0_bar_45 statue_8_dot_42245484_comma_8_dot_42245484_comma__minus_1_dot_660937428_comma__minus_1_dot_660937428_comma_3_dot_177456_comma_3_dot_177456)\n(TurnOnLamp_1 agent1 loc_bar__minus_5_bar_9_bar_1_bar_0 floorlamp__minus_1_dot_32447_comma__minus_1_dot_32447_comma_10_dot_91228484_comma_10_dot_91228484_comma_0_dot_0_comma_0_dot_0 floorlamp__minus_1_dot_32447_comma__minus_1_dot_32447_comma_10_dot_91228484_comma_10_dot_91228484_comma_0_dot_0_comma_0_dot_0)')",True,"TakeObject_0, TurnOnLamp_1","TakeObject_0, TurnOnLamp_1"
train/pick_and_place_simple-Box-None-DiningTable-223/trial_T20190907_201444_740434,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o BoxType)\n\t\t(receptacleType ?r DiningTableType)\n\t\t(inReceptacle ?o ?r))))\n)', '(TakeObject_0 agent1 loc_bar__minus_11_bar__minus_2_bar_3_bar_60 box__minus_13_dot_019784_comma__minus_13_dot_019784_comma__minus_2_dot_209903_comma__minus_2_dot_209903_comma_2_dot_946186_comma_2_dot_946186)\n(PlaceObject_0 agent1 loc_bar_8_bar__minus_5_bar_0_bar_60 diningtable_7_dot_536_comma_7_dot_536_comma__minus_1_dot_168_comma__minus_1_dot_168_comma__minus_0_dot_0148_comma__minus_0_dot_0148 box__minus_13_dot_019784_comma__minus_13_dot_019784_comma__minus_2_dot_209903_comma__minus_2_dot_209903_comma_2_dot_946186_comma_2_dot_946186)')",True,"TakeObject_0, PlaceObject_0","TakeObject_0, PlaceObject_0"
train/pick_cool_then_place_in_recep-Cup-None-Microwave-6/trial_T20190909_012449_018469,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o CupType)\n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(TakeObject_1 agent1 loc_bar__minus_7_bar_10_bar_3_bar_30 cup__minus_10_dot_4132_comma__minus_10_dot_4132_comma_9_dot_9274502_comma_9_dot_9274502_comma_4_dot_05306196_comma_4_dot_05306196)\n(CoolObject_0 agent1 loc_bar__minus_7_bar_10_bar_3_bar_30 cup__minus_10_dot_4132_comma__minus_10_dot_4132_comma_9_dot_9274502_comma_9_dot_9274502_comma_4_dot_05306196_comma_4_dot_05306196 cup__minus_10_dot_4132_comma__minus_10_dot_4132_comma_9_dot_9274502_comma_9_dot_9274502_comma_4_dot_05306196_comma_4_dot_05306196)')",False,"TakeObject_1, CoolObject_0",TakeObject_1
train/pick_cool_then_place_in_recep-Egg-None-CounterTop-12/trial_T20190907_151629_832433,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o EggType)\n\t\t(receptacleType ?r FridgeType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(TakeObject_0 agent1 loc_bar__minus_1_bar_5_bar_3_bar_45 egg__minus_3_dot_50762_comma__minus_3_dot_50762_comma_4_dot_61625768_comma_4_dot_61625768_comma_3_dot_8922532_comma_3_dot_8922532)\n(ChillObject_1 fridge__minus_4_dot_004_comma__minus_4_dot_004_comma_0_dot_476_comma_0_dot_476_comma_0_dot_0_comma_0_dot_0 agent1 loc_bar__minus_1_bar_0_bar_3_bar_60 egg__minus_3_dot_50762_comma__minus_3_dot_50762_comma_4_dot_61625768_comma_4_dot_61625768_comma_3_dot_8922532_comma_3_dot_8922532)\n(PlaceObject_0 agent1 loc_bar__minus_1_bar_0_bar_3_bar_60 fridge__minus_4_dot_004_comma__minus_4_dot_004_comma_0_dot_476_comma_0_dot_476_comma_0_dot_0_comma_0_dot_0 egg__minus_3_dot_50762_comma__minus_3_dot_50762_comma_4_dot_61625768_comma_4_dot_61625768_comma_3_dot_8922532_comma_3_dot_8922532)')",False,"TakeObject_0, ChillObject_1, PlaceObject_0","TakeObject_0, ChillObject_1, PlaceObject_0"
train/pick_heat_then_place_in_recep-Egg-None-Fridge-20/trial_T20190907_224507_776787,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o EggType)\n\t\t(receptacleType ?r FridgeType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o))))\n)', '(TakeObject_0 agent1 loc_bar__minus_5_bar_0_bar_3_bar_15 egg__minus_6_dot_5952592_comma__minus_6_dot_5952592_comma__minus_1_dot_569957136_comma__minus_1_dot_569957136_comma_6_dot_232952_comma_6_dot_232952)\n(WarmObject_0 microwave__minus_4_dot_936_comma__minus_4_dot_936_comma__minus_6_dot_724_comma__minus_6_dot_724_comma_3_dot_6_comma_3_dot_6 agent1 loc_bar__minus_1_bar__minus_5_bar_3_bar_30 egg__minus_6_dot_5952592_comma__minus_6_dot_5952592_comma__minus_1_dot_569957136_comma__minus_1_dot_569957136_comma_6_dot_232952_comma_6_dot_232952)')",False,"TakeObject_0, WarmObject_0",
train/pick_cool_then_place_in_recep-Pan-None-SinkBasin-20/trial_T20190909_001251_773684,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o PanType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(CoolObject_2 agent1 loc_bar_4_bar__minus_1_bar_1_bar_45 pan_7_dot_3804_comma_7_dot_3804_comma__minus_1_dot_4216_comma__minus_1_dot_4216_comma_3_dot_795199872_comma_3_dot_795199872)')",False,CoolObject_2,
