problem_id,goal,task_success,task_plan,task_plan_success_prefix
train/pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-421/trial_T20190907_041233_785188,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o SoapBarType)\n\t\t(receptacleType ?r GarbageCanType)\n\t\t(inReceptacle ?o ?r)\n\t\t(cleanable ?o)\n\t\t(isClean ?o))))\n)', '(InspectObject_2 agent1 loc_bar__minus_4_bar_7_bar_1_bar_60 countertop__minus_1_dot_4_comma__minus_1_dot_4_comma_5_dot_814656_comma_5_dot_814656_comma_0_dot_02_comma_0_dot_02 soapbar__minus_1_dot_9283412_comma__minus_1_dot_9283412_comma_12_dot_69095136_comma_12_dot_69095136_comma_3_dot_2482788_comma_3_dot_2482788)\n(WashObject_1 sinkbasin__minus_1_dot_2170936_comma__minus_1_dot_2170936_comma_6_dot_896_comma_6_dot_896_comma_3_dot_279313324_comma_3_dot_279313324 agent1 loc_bar__minus_4_bar_8_bar_1_bar_45 soapbar__minus_1_dot_9283412_comma__minus_1_dot_9283412_comma_12_dot_69095136_comma_12_dot_69095136_comma_3_dot_2482788_comma_3_dot_2482788)\n(PutObject_0 agent1 loc_bar__minus_8_bar_14_bar_0_bar_60 garbagecan__minus_8_dot_584_comma__minus_8_dot_584_comma_15_dot_372_comma_15_dot_372_comma__minus_0_dot_000692814588_comma__minus_0_dot_000692814588 soapbar__minus_1_dot_9283412_comma__minus_1_dot_9283412_comma_12_dot_69095136_comma_12_dot_69095136_comma_3_dot_2482788_comma_3_dot_2482788)')",True,"InspectObject_2, WashObject_1, PutObject_0","InspectObject_2, WashObject_1, PutObject_0"
train/pick_cool_then_place_in_recep-PotatoSliced-None-DiningTable-27/trial_T20190908_030342_504066,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o PotatoType)\n\t\t(receptacleType ?r DiningTableType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(ChillObject_2 agent1 loc_bar_2_bar_5_bar_3_bar_60 potato_0_dot_13439196_comma_0_dot_13439196_comma_4_dot_87171268_comma_4_dot_87171268_comma_3_dot_324769736_comma_3_dot_324769736)\n(InspectObject_0 agent1 loc_bar_2_bar_5_bar_3_bar_60 potato_0_dot_13439196_comma_0_dot_13439196_comma_4_dot_87171268_comma_4_dot_87171268_comma_3_dot_324769736_comma_3_dot_324769736)\n(CutObject_1 agent1 loc_bar_2_bar_5_bar_3_bar_60 potato_0_dot_13439196_comma_0_dot_13439196_comma_4_dot_87171268_comma_4_dot_87171268_comma_3_dot_324769736_comma_3_dot_324769736 potato_0_dot_13439196_comma_0_dot_13439196_comma_4_dot_87171268_comma_4_dot_87171268_comma_3_dot_324769736_comma_3_dot_324769736)')",False,"ChillObject_2, InspectObject_0, CutObject_1",
train/pick_and_place_simple-CD-None-Dresser-323/trial_T20190908_005459_168199,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o CDType)\n\t\t(receptacleType ?r DresserType)\n\t\t(inReceptacle ?o ?r))))\n)', '(InspectObject_2 agent1 loc_bar_8_bar__minus_10_bar_2_bar_60 desk_9_dot_272_comma_9_dot_272_comma__minus_12_dot_86_comma__minus_12_dot_86_comma__minus_0_dot_04_comma__minus_0_dot_04 cd_10_dot_22620584_comma_10_dot_22620584_comma__minus_12_dot_72928236_comma__minus_12_dot_72928236_comma_3_dot_585466_comma_3_dot_585466)\n(PutObject_0 agent1 loc_bar_8_bar_6_bar_1_bar_60 dresser_10_dot_708_comma_10_dot_708_comma_6_dot_044_comma_6_dot_044_comma__minus_0_dot_016_comma__minus_0_dot_016 cd_10_dot_22620584_comma_10_dot_22620584_comma__minus_12_dot_72928236_comma__minus_12_dot_72928236_comma_3_dot_585466_comma_3_dot_585466)')",True,"InspectObject_2, PutObject_0","InspectObject_2, PutObject_0"
train/pick_heat_then_place_in_recep-BreadSliced-None-DiningTable-7/trial_T20190906_200122_168916,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(receptacleType ?r DiningTableType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o))))\n)', '(InspectObject_2 agent1 loc_bar_0_bar_5_bar_0_bar_60 fridge__minus_0_dot_14_comma__minus_0_dot_14_comma_8_dot_708_comma_8_dot_708_comma_0_dot_0_comma_0_dot_0 bread__minus_1_dot_052501916_comma__minus_1_dot_052501916_comma_8_dot_32179068_comma_8_dot_32179068_comma_3_dot_545006_comma_3_dot_545006)\n(HeatObject_1 agent1 loc_bar__minus_15_bar_12_bar_1_bar_30 diningtable__minus_10_dot_652_comma__minus_10_dot_652_comma_12_dot_84_comma_12_dot_84_comma_3_dot_332_comma_3_dot_332 bread__minus_1_dot_052501916_comma__minus_1_dot_052501916_comma_8_dot_32179068_comma_8_dot_32179068_comma_3_dot_545006_comma_3_dot_545006)\n(PutObject_0 agent1 loc_bar__minus_15_bar_12_bar_1_bar_30 diningtable__minus_10_dot_652_comma__minus_10_dot_652_comma_12_dot_84_comma_12_dot_84_comma_3_dot_332_comma_3_dot_332 bread__minus_1_dot_052501916_comma__minus_1_dot_052501916_comma_8_dot_32179068_comma_8_dot_32179068_comma_3_dot_545006_comma_3_dot_545006)')",False,"InspectObject_2, HeatObject_1, PutObject_0",InspectObject_2
train/pick_heat_then_place_in_recep-Potato-None-Fridge-2/trial_T20190909_030845_198194,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o PotatoType)\n\t\t(receptacleType ?r FridgeType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o))))\n)', '(InspectObject_0 agent1 loc_bar__minus_4_bar_1_bar_3_bar_0 potato__minus_6_dot_79142664_comma__minus_6_dot_79142664_comma_0_dot_806018592_comma_0_dot_806018592_comma_6_dot_80325748_comma_6_dot_80325748)\n(MicrowaveObject_0 microwave_7_dot_732_comma_7_dot_732_comma__minus_3_dot_068_comma__minus_3_dot_068_comma_3_dot_600000144_comma_3_dot_600000144 agent1 loc_bar_4_bar__minus_3_bar_1_bar_45 potato__minus_6_dot_79142664_comma__minus_6_dot_79142664_comma_0_dot_806018592_comma_0_dot_806018592_comma_6_dot_80325748_comma_6_dot_80325748)')",False,"InspectObject_0, MicrowaveObject_0","InspectObject_0, MicrowaveObject_0"
train/pick_and_place_simple-BreadSliced-None-SideTable-3/trial_T20190907_000233_574076,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o BreadType)\n\t\t(inReceptacle ?o ?r)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(InspectObject_0 agent1 loc_bar__minus_4_bar__minus_4_bar_3_bar_30 knife__minus_6_dot_95032024_comma__minus_6_dot_95032024_comma__minus_4_dot_47176076_comma__minus_4_dot_47176076_comma_5_dot_44211532_comma_5_dot_44211532)\n(CutObject_0 knife__minus_6_dot_95032024_comma__minus_6_dot_95032024_comma__minus_4_dot_47176076_comma__minus_4_dot_47176076_comma_5_dot_44211532_comma_5_dot_44211532 agent1 loc_bar__minus_4_bar_2_bar_3_bar_30 bread__minus_7_dot_680274_comma__minus_7_dot_680274_comma_1_dot_781179904_comma_1_dot_781179904_comma_5_dot_589581_comma_5_dot_589581)')",False,"InspectObject_0, CutObject_0","InspectObject_0, CutObject_0"
train/pick_and_place_simple-BreadSliced-None-SideTable-3/trial_T20190907_000233_574076,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o BreadType)\n\t\t(receptacleType ?r SideTableType)\n\t\t(inReceptacle ?o ?r)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(InspectObject_0 agent1 loc_bar__minus_4_bar__minus_9_bar_2_bar_30 bread__minus_5_dot_52014636_comma__minus_5_dot_52014636_comma__minus_13_dot_25746344_comma__minus_13_dot_25746344_comma_5_dot_589581_comma_5_dot_589581)\n(PutObject_0 agent1 loc_bar_1_bar_4_bar_1_bar_45 sidetable_4_dot_088_comma_4_dot_088_comma_3_dot_4844_comma_3_dot_4844_comma_4_dot_9732_comma_4_dot_9732 bread__minus_5_dot_52014636_comma__minus_5_dot_52014636_comma__minus_13_dot_25746344_comma__minus_13_dot_25746344_comma_5_dot_589581_comma_5_dot_589581)\n(InspectObject_0 agent1 loc_bar__minus_4_bar__minus_4_bar_3_bar_30 knife__minus_6_dot_95032024_comma__minus_6_dot_95032024_comma__minus_4_dot_47176076_comma__minus_4_dot_47176076_comma_5_dot_44211532_comma_5_dot_44211532)\n(CutObject_0 knife__minus_6_dot_95032024_comma__minus_6_dot_95032024_comma__minus_4_dot_47176076_comma__minus_4_dot_47176076_comma_5_dot_44211532_comma_5_dot_44211532 agent1 loc_bar__minus_4_bar__minus_9_bar_2_bar_30 bread__minus_5_dot_52014636_comma__minus_5_dot_52014636_comma__minus_13_dot_25746344_comma__minus_13_dot_25746344_comma_5_dot_589581_comma_5_dot_589581)')",False,"InspectObject_0, PutObject_0, InspectObject_0, CutObject_0",InspectObject_0
train/pick_heat_then_place_in_recep-PotatoSliced-None-CounterTop-18/trial_T20190907_041235_349093,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o PotatoType)\n\t\t(receptacleType ?r CounterTopType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o))))\n)', '(InspectObject_2 agent1 loc_bar_5_bar_21_bar_2_bar_45 countertop_5_dot_564_comma_5_dot_564_comma_18_dot_866_comma_18_dot_866_comma_4_dot_1128_comma_4_dot_1128 potato_4_dot_543159_comma_4_dot_543159_comma_18_dot_68271828_comma_18_dot_68271828_comma_4_dot_110352_comma_4_dot_110352)\n(HeatObject_1 agent1 loc_bar_5_bar_21_bar_2_bar_45 countertop_5_dot_564_comma_5_dot_564_comma_18_dot_866_comma_18_dot_866_comma_4_dot_1128_comma_4_dot_1128 potato_4_dot_543159_comma_4_dot_543159_comma_18_dot_68271828_comma_18_dot_68271828_comma_4_dot_110352_comma_4_dot_110352)')",False,"InspectObject_2, HeatObject_1",InspectObject_2
train/pick_cool_then_place_in_recep-AppleSliced-None-GarbageCan-19/trial_T20190909_112602_867479,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o AppleType)\n\t\t(receptacleType ?r GarbageCanType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(InspectObject_2 agent1 loc_bar__minus_4_bar__minus_13_bar_3_bar_45 countertop__minus_7_dot_16_comma__minus_7_dot_16_comma__minus_15_dot_216_comma__minus_15_dot_216_comma_3_dot_7968_comma_3_dot_7968 butterknife__minus_0_dot_641715528_comma__minus_0_dot_641715528_comma__minus_11_dot_2454548_comma__minus_11_dot_2454548_comma_3_dot_654968_comma_3_dot_654968)\n(CoolObject_2 agent1 loc_bar__minus_8_bar__minus_13_bar_2_bar_60 apple__minus_7_dot_65803336_comma__minus_7_dot_65803336_comma__minus_15_dot_33153532_comma__minus_15_dot_33153532_comma_3_dot_332784_comma_3_dot_332784)\n(InspectObject_0 agent1 loc_bar__minus_8_bar__minus_13_bar_2_bar_60 apple__minus_7_dot_65803336_comma__minus_7_dot_65803336_comma__minus_15_dot_33153532_comma__minus_15_dot_33153532_comma_3_dot_332784_comma_3_dot_332784)\n(PutObjectInReceptacle agent1 loc_bar__minus_3_bar_0_bar_1_bar_60 appletype apple__minus_7_dot_65803336_comma__minus_7_dot_65803336_comma__minus_15_dot_33153532_comma__minus_15_dot_33153532_comma_3_dot_332784_comma_3_dot_332784 garbagecan__minus_1_dot_136_comma__minus_1_dot_136_comma__minus_0_dot_14_comma__minus_0_dot_14_comma_0_dot_0001941937516_comma_0_dot_0001941937516)\n(SliceObject_1 butterknife__minus_0_dot_641715528_comma__minus_0_dot_641715528_comma__minus_11_dot_2454548_comma__minus_11_dot_2454548_comma_3_dot_654968_comma_3_dot_654968 agent1 loc_bar__minus_3_bar_0_bar_1_bar_60 apple__minus_7_dot_65803336_comma__minus_7_dot_65803336_comma__minus_15_dot_33153532_comma__minus_15_dot_33153532_comma_3_dot_332784_comma_3_dot_332784)')",False,"InspectObject_2, CoolObject_2, InspectObject_0, PutObjectInReceptacle, SliceObject_1",InspectObject_2
train/pick_heat_then_place_in_recep-TomatoSliced-None-SideTable-3/trial_T20190907_221717_848357,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r DrawerType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(InspectObject_0 agent1 loc_bar__minus_4_bar__minus_4_bar_3_bar_30 knife__minus_6_dot_95032024_comma__minus_6_dot_95032024_comma__minus_4_dot_47176076_comma__minus_4_dot_47176076_comma_5_dot_43474628_comma_5_dot_43474628)\n(InspectObject_0 agent1 loc_bar__minus_4_bar__minus_4_bar_3_bar_30 tomato__minus_8_dot_37342548_comma__minus_8_dot_37342548_comma__minus_4_dot_47176076_comma__minus_4_dot_47176076_comma_5_dot_47290708_comma_5_dot_47290708)\n(CutObject_0 knife__minus_6_dot_95032024_comma__minus_6_dot_95032024_comma__minus_4_dot_47176076_comma__minus_4_dot_47176076_comma_5_dot_43474628_comma_5_dot_43474628 agent1 loc_bar__minus_4_bar__minus_4_bar_3_bar_30 tomato__minus_8_dot_37342548_comma__minus_8_dot_37342548_comma__minus_4_dot_47176076_comma__minus_4_dot_47176076_comma_5_dot_47290708_comma_5_dot_47290708)\n(PutObject_0 agent1 loc_bar_0_bar_6_bar_1_bar_60 drawer_2_dot_8588_comma_2_dot_8588_comma_4_dot_09301948_comma_4_dot_09301948_comma_3_dot_3936_comma_3_dot_3936 tomato__minus_8_dot_37342548_comma__minus_8_dot_37342548_comma__minus_4_dot_47176076_comma__minus_4_dot_47176076_comma_5_dot_47290708_comma_5_dot_47290708)\n(MicrowaveObject_0 microwave_4_dot_648_comma_4_dot_648_comma_3_dot_412_comma_3_dot_412_comma_4_dot_779836_comma_4_dot_779836 agent1 loc_bar_1_bar_3_bar_1_bar_30 tomato__minus_8_dot_37342548_comma__minus_8_dot_37342548_comma__minus_4_dot_47176076_comma__minus_4_dot_47176076_comma_5_dot_47290708_comma_5_dot_47290708)')",False,"InspectObject_0, InspectObject_0, CutObject_0, PutObject_0, MicrowaveObject_0",InspectObject_0
train/pick_heat_then_place_in_recep-TomatoSliced-None-SideTable-3/trial_T20190907_221717_848357,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r SideTableType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(InspectObject_0 agent1 loc_bar__minus_4_bar__minus_4_bar_3_bar_30 tomato__minus_8_dot_37342548_comma__minus_8_dot_37342548_comma__minus_4_dot_47176076_comma__minus_4_dot_47176076_comma_5_dot_47290708_comma_5_dot_47290708)\n(HeatObject_0 agent1 loc_bar_1_bar_4_bar_1_bar_45 sidetable_4_dot_088_comma_4_dot_088_comma_3_dot_4844_comma_3_dot_4844_comma_4_dot_9732_comma_4_dot_9732 tomato__minus_8_dot_37342548_comma__minus_8_dot_37342548_comma__minus_4_dot_47176076_comma__minus_4_dot_47176076_comma_5_dot_47290708_comma_5_dot_47290708)\n(PutObject_0 agent1 loc_bar_1_bar_4_bar_1_bar_45 sidetable_4_dot_088_comma_4_dot_088_comma_3_dot_4844_comma_3_dot_4844_comma_4_dot_9732_comma_4_dot_9732 tomato__minus_8_dot_37342548_comma__minus_8_dot_37342548_comma__minus_4_dot_47176076_comma__minus_4_dot_47176076_comma_5_dot_47290708_comma_5_dot_47290708)\n(PutObjectInReceptacle agent1 loc_bar_1_bar_4_bar_1_bar_45 tomatotype tomato__minus_8_dot_37342548_comma__minus_8_dot_37342548_comma__minus_4_dot_47176076_comma__minus_4_dot_47176076_comma_5_dot_47290708_comma_5_dot_47290708 sidetable_4_dot_088_comma_4_dot_088_comma_3_dot_4844_comma_3_dot_4844_comma_4_dot_9732_comma_4_dot_9732)\n(SliceObject_2 agent1 loc_bar_1_bar_4_bar_1_bar_45 tomato__minus_8_dot_37342548_comma__minus_8_dot_37342548_comma__minus_4_dot_47176076_comma__minus_4_dot_47176076_comma_5_dot_47290708_comma_5_dot_47290708)')",False,"InspectObject_0, HeatObject_0, PutObject_0, PutObjectInReceptacle, SliceObject_2",InspectObject_0
train/pick_clean_then_place_in_recep-Pan-None-StoveBurner-2/trial_T20190906_215744_388781,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o PanType)\n\t\t(inReceptacle ?o ?r)\n\t\t(cleanable ?o)\n\t\t(isClean ?o))))\n)', '(InspectObject_0 agent1 loc_bar_5_bar_2_bar_1_bar_45 pan_7_dot_9012_comma_7_dot_9012_comma_2_dot_406_comma_2_dot_406_comma_3_dot_753199816_comma_3_dot_753199816)\n(CleanObject_0 agent1 loc_bar_5_bar_2_bar_1_bar_45 pan_7_dot_9012_comma_7_dot_9012_comma_2_dot_406_comma_2_dot_406_comma_3_dot_753199816_comma_3_dot_753199816 pan_7_dot_9012_comma_7_dot_9012_comma_2_dot_406_comma_2_dot_406_comma_3_dot_753199816_comma_3_dot_753199816)')",False,"InspectObject_0, CleanObject_0",InspectObject_0
train/pick_clean_then_place_in_recep-Pan-None-StoveBurner-2/trial_T20190906_215744_388781,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o PanType)\n\t\t(receptacleType ?r StoveBurnerType)\n\t\t(inReceptacle ?o ?r)\n\t\t(cleanable ?o)\n\t\t(isClean ?o))))\n)', '(InspectObject_2 agent1 loc_bar_5_bar_3_bar_1_bar_45 stoveburner_7_dot_9012_comma_7_dot_9012_comma_3_dot_2768_comma_3_dot_2768_comma_3_dot_6116_comma_3_dot_6116 pan_7_dot_9012_comma_7_dot_9012_comma_2_dot_406_comma_2_dot_406_comma_3_dot_753199816_comma_3_dot_753199816)\n(WashObject_1 sinkbasin__minus_0_dot_06_comma__minus_0_dot_06_comma__minus_5_dot_742_comma__minus_5_dot_742_comma_2_dot_948_comma_2_dot_948 agent1 loc_bar_0_bar__minus_3_bar_2_bar_60 pan_7_dot_9012_comma_7_dot_9012_comma_2_dot_406_comma_2_dot_406_comma_3_dot_753199816_comma_3_dot_753199816)')",False,"InspectObject_2, WashObject_1","InspectObject_2, WashObject_1"
train/pick_heat_then_place_in_recep-Mug-None-Cabinet-30/trial_T20190909_044843_334172,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o MugType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o))))\n)', '(InspectObject_2 agent1 loc_bar_10_bar__minus_2_bar_1_bar_45 countertop_12_dot_444_comma_12_dot_444_comma_0_dot_08_comma_0_dot_08_comma_3_dot_7452_comma_3_dot_7452 mug_12_dot_19679832_comma_12_dot_19679832_comma_2_dot_367201804_comma_2_dot_367201804_comma_3_dot_866799832_comma_3_dot_866799832)\n(PutObjectInReceptacle agent1 loc_bar_10_bar__minus_2_bar_1_bar_45 mugtype mug_12_dot_19679832_comma_12_dot_19679832_comma_2_dot_367201804_comma_2_dot_367201804_comma_3_dot_866799832_comma_3_dot_866799832 countertop_12_dot_444_comma_12_dot_444_comma_0_dot_08_comma_0_dot_08_comma_3_dot_7452_comma_3_dot_7452)\n(InspectObject_0 agent1 loc_bar_10_bar__minus_2_bar_1_bar_45 mug_12_dot_19679832_comma_12_dot_19679832_comma_2_dot_367201804_comma_2_dot_367201804_comma_3_dot_866799832_comma_3_dot_866799832)\n(MicrowaveObject_1 mug_12_dot_19679832_comma_12_dot_19679832_comma_2_dot_367201804_comma_2_dot_367201804_comma_3_dot_866799832_comma_3_dot_866799832 agent1 loc_bar_10_bar__minus_2_bar_1_bar_45 mug_12_dot_19679832_comma_12_dot_19679832_comma_2_dot_367201804_comma_2_dot_367201804_comma_3_dot_866799832_comma_3_dot_866799832)')",False,"InspectObject_2, PutObjectInReceptacle, InspectObject_0, MicrowaveObject_1","InspectObject_2, PutObjectInReceptacle, InspectObject_0"
train/pick_heat_then_place_in_recep-Mug-None-Cabinet-30/trial_T20190909_044843_334172,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o MugType)\n\t\t(receptacleType ?r CabinetType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o))))\n)', '(InspectObject_2 agent1 loc_bar_10_bar__minus_2_bar_1_bar_45 countertop_12_dot_444_comma_12_dot_444_comma_0_dot_08_comma_0_dot_08_comma_3_dot_7452_comma_3_dot_7452 mug_12_dot_19679832_comma_12_dot_19679832_comma_2_dot_367201804_comma_2_dot_367201804_comma_3_dot_866799832_comma_3_dot_866799832)\n(PutObject_0 agent1 loc_bar_2_bar__minus_4_bar_2_bar_0 cabinet_0_dot_56_comma_0_dot_56_comma__minus_6_dot_24_comma__minus_6_dot_24_comma_6_dot_66466952_comma_6_dot_66466952 mug_12_dot_19679832_comma_12_dot_19679832_comma_2_dot_367201804_comma_2_dot_367201804_comma_3_dot_866799832_comma_3_dot_866799832)\n(MicrowaveObject_0 microwave__minus_4_dot_136_comma__minus_4_dot_136_comma_5_dot_716_comma_5_dot_716_comma_3_dot_5567708_comma_3_dot_5567708 agent1 loc_bar__minus_1_bar_5_bar_3_bar_45 mug_12_dot_19679832_comma_12_dot_19679832_comma_2_dot_367201804_comma_2_dot_367201804_comma_3_dot_866799832_comma_3_dot_866799832)')",False,"InspectObject_2, PutObject_0, MicrowaveObject_0","InspectObject_2, PutObject_0"
train/pick_and_place_simple-Pencil-None-Shelf-310/trial_T20190908_023618_136375,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o PencilType)\n\t\t(receptacleType ?r ShelfType)\n\t\t(inReceptacle ?o ?r))))\n)', '(InspectObject_2 agent1 loc_bar_2_bar__minus_8_bar_3_bar_45 desk__minus_3_dot_849575044_comma__minus_3_dot_849575044_comma__minus_8_dot_224_comma__minus_8_dot_224_comma__minus_0_dot_008_comma__minus_0_dot_008 pencil__minus_2_dot_820572_comma__minus_2_dot_820572_comma__minus_7_dot_87871076_comma__minus_7_dot_87871076_comma_3_dot_3651648_comma_3_dot_3651648)\n(PutObject_0 agent1 loc_bar__minus_2_bar__minus_5_bar_2_bar_15 shelf__minus_3_dot_757575036_comma__minus_3_dot_757575036_comma__minus_8_dot_4956_comma__minus_8_dot_4956_comma_5_dot_356_comma_5_dot_356 pencil__minus_2_dot_820572_comma__minus_2_dot_820572_comma__minus_7_dot_87871076_comma__minus_7_dot_87871076_comma_3_dot_3651648_comma_3_dot_3651648)')",True,"InspectObject_2, PutObject_0","InspectObject_2, PutObject_0"
train/pick_heat_then_place_in_recep-TomatoSliced-None-Fridge-14/trial_T20190911_114912_806806,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r FridgeType)\n\t\t(inReceptacle ?o ?r)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(InspectObject_0 agent1 loc_bar_1_bar__minus_3_bar_2_bar_60 butterknife_1_dot_184_comma_1_dot_184_comma__minus_5_dot_184_comma__minus_5_dot_184_comma_3_dot_6_comma_3_dot_6)\n(InspectObject_0 agent1 loc_bar_4_bar_1_bar_0_bar_60 tomato_4_dot_98117112_comma_4_dot_98117112_comma_2_dot_9572872_comma_2_dot_9572872_comma_3_dot_897821428_comma_3_dot_897821428)\n(PutObjectInReceptacle agent1 loc_bar__minus_2_bar__minus_3_bar_2_bar_60 tomatotype tomato_4_dot_98117112_comma_4_dot_98117112_comma_2_dot_9572872_comma_2_dot_9572872_comma_3_dot_897821428_comma_3_dot_897821428 fridge__minus_2_dot_136_comma__minus_2_dot_136_comma__minus_6_dot_216_comma__minus_6_dot_216_comma_0_dot_0_comma_0_dot_0)\n(SliceObject_1 butterknife_1_dot_184_comma_1_dot_184_comma__minus_5_dot_184_comma__minus_5_dot_184_comma_3_dot_6_comma_3_dot_6 agent1 loc_bar__minus_2_bar__minus_3_bar_2_bar_60 tomato_4_dot_98117112_comma_4_dot_98117112_comma_2_dot_9572872_comma_2_dot_9572872_comma_3_dot_897821428_comma_3_dot_897821428)')",False,"InspectObject_0, InspectObject_0, PutObjectInReceptacle, SliceObject_1",InspectObject_0
train/pick_and_place_simple-TomatoSliced-None-Fridge-6/trial_T20190907_233151_665009,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(receptacleType ?r FridgeType)\n\t\t(inReceptacle ?o ?r)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(TakeObject_0 agent1 loc_bar_3_bar__minus_4_bar_1_bar_60 knife_5_dot_13406848_comma_5_dot_13406848_comma__minus_4_dot_6774254_comma__minus_4_dot_6774254_comma_3_dot_77591896_comma_3_dot_77591896)\n(CutObject_0 knife_5_dot_13406848_comma_5_dot_13406848_comma__minus_4_dot_6774254_comma__minus_4_dot_6774254_comma_3_dot_77591896_comma_3_dot_77591896 agent1 loc_bar__minus_7_bar__minus_2_bar_3_bar_45 tomato__minus_9_dot_57335948_comma__minus_9_dot_57335948_comma__minus_2_dot_0310724_comma__minus_2_dot_0310724_comma_4_dot_52616884_comma_4_dot_52616884)')",False,"TakeObject_0, CutObject_0",TakeObject_0
