problem_id,goal,task_success,task_plan,task_plan_success_prefix
train_17,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bed))))\n)', '(move-to t1 t15)\n(pick-up i1 o9 t15)\n(move-to t15 t1)\n(pick-up i2 o17 t1)\n(move-to t1 t10)\n(craft-bed_1 t10 o1 i1 o9 i2 o17 i3 o22)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-bed_1","move-to, pick-up, move-to, pick-up, move-to, craft-bed_1"
train_18,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Sword))))\n)', '(move-to t1 t10)\n(pick-up i1 o10 t10)\n(move-to t10 t1)\n(pick-up i2 o12 t1)\n(move-to t1 t10)\n(craft-sword_1 t10 o2 i1 o10 i2 o12 i3 o22)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-sword_1","move-to, pick-up, move-to, pick-up, move-to, craft-sword_1"
train_19,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Boat))))\n)', '(move-to t1 t14)\n(pick-up i1 o8 t14)\n(craft-boat_0 t14 o6 i1 o8 i2 o22)')",False,"move-to, pick-up, craft-boat_0","move-to, pick-up"
train_19,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Boat))))\n)', '(move-to t1 t14)\n(pick-up i1 o9 t14)\n(move-to t14 t4)\n(pick-up i2 o10 t4)\n(move-to t4 t10)\n(craft-boat_2 t10 o1 i1 o9 i2 o10 i3 o22)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-boat_2","move-to, pick-up, move-to, pick-up, move-to"
train_19,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Boat))))\n)', '(move-to t1 t14)\n(pick-up i1 o8 t14)\n(pick-up i2 o9 t14)\n(move-to t14 t10)\n(craft-boat_0 t10 o1 i1 o8 i2 o9 i3 o22)')",False,"move-to, pick-up, pick-up, move-to, craft-boat_0","move-to, pick-up, pick-up, move-to"
train_19,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Boat))))\n)', '(move-to t1 t14)\n(pick-up i1 o8 t14)\n(move-to t14 t2)\n(pick-up i2 o13 t2)\n(move-to t2 t10)\n(craft-boat_1 t10 o1 i1 o8 i2 o13 i3 o22)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-boat_1","move-to, pick-up, move-to, pick-up, move-to"
train_19,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Boat))))\n)', '(move-to t1 t14)\n(pick-up i1 o8 t14)\n(move-to t14 t4)\n(pick-up i2 o10 t4)\n(move-to t4 t14)\n(craft-boat_1 t14 o6 i1 o8 i2 o10 i3 o22)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-boat_1","move-to, pick-up, move-to, pick-up, move-to"
train_19,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Boat))))\n)', '(move-to t1 t14)\n(pick-up i1 o8 t14)\n(craft-boat_0 t14 o6 i1 o8 i1 o8 i2 o22)')",False,"move-to, pick-up, craft-boat_0","move-to, pick-up"
train_19,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Boat))))\n)', '(move-to t1 t14)\n(pick-up i1 o8 t14)\n(move-to t14 t2)\n(pick-up i2 o15 t2)\n(move-to t2 t14)\n(craft-boat_1 t14 o6 i1 o8 i2 o15 i3 o22)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-boat_1","move-to, pick-up, move-to, pick-up, move-to"
train_20,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Arrow))))\n)', '(move-to t1 t3)\n(pick-up i1 o10 t3)\n(move-to t3 t13)\n(pick-up i2 o11 t13)\n(move-to t13 t9)\n(craft-arrow i1 i2 i3 o2 o10 o11 o22 t9)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-arrow","move-to, pick-up, move-to, pick-up, move-to, craft-arrow"
train_21,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(move-to t1 t2)\n(pick-up i1 o8 t2)\n(move-to t2 t8)\n(craft-bowl1_0 t8 o1 i1 o8 i2 o21)')",False,"move-to, pick-up, move-to, craft-bowl1_0","move-to, pick-up, move-to"
train_21,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(move-to t1 t2)\n(pick-up i1 o8 t2)\n(move-to t2 t14)\n(pick-up i2 o12 t14)\n(move-to t14 t8)\n(craft-bowl_1 t8 o1 i1 o8 i2 o12 i3 o21)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-bowl_1","move-to, pick-up, move-to, pick-up, move-to"
train_21,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(move-to t1 t2)\n(pick-up i1 o8 t2)\n(move-to t2 t1)\n(pick-up i2 o10 t1)\n(move-to t1 t8)\n(craft-bowl1_1 t8 o1 i1 o8 i2 o10 i3 o21)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-bowl1_1","move-to, pick-up, move-to, pick-up, move-to"
train_21,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(move-to t1 t2)\n(pick-up i1 o8 t2)\n(move-to t2 t14)\n(pick-up i2 o12 t14)\n(move-to t14 t8)\n(craft-bowl1_1 t8 o1 i1 o8 i2 o12 i3 o21)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-bowl1_1","move-to, pick-up, move-to, pick-up, move-to"
train_21,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(pick-up i1 o10 t1)\n(move-to t1 t2)\n(pick-up i2 o8 t2)\n(move-to t2 t8)\n(craft-bowl_2 t8 o1 i1 o10 i2 o8 i3 o21)')",False,"pick-up, move-to, pick-up, move-to, craft-bowl_2","pick-up, move-to, pick-up, move-to"
train_21,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(move-to t1 t14)\n(pick-up i1 o9 t14)\n(move-to t14 t1)\n(pick-up i2 o10 t1)\n(move-to t1 t8)\n(craft-bowl_1 t8 o1 i1 o9 i2 o10 i3 o21)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-bowl_1","move-to, pick-up, move-to, pick-up, move-to"
train_21,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(pick-up i1 o10 t1)\n(move-to t1 t2)\n(pick-up i2 o8 t2)\n(move-to t2 t8)\n(craft-bowl1_2 t8 o1 i1 o10 i2 o8 i3 o21)')",False,"pick-up, move-to, pick-up, move-to, craft-bowl1_2","pick-up, move-to, pick-up, move-to"
train_22,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Arrow))))\n)', '(move-to t1 t12)\n(pick-up i1 o10 t12)\n(move-to t12 t15)\n(pick-up i2 o11 t15)\n(move-to t15 t7)\n(craft-arrow i1 i2 i3 o2 o10 o11 o22 t7)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-arrow","move-to, pick-up, move-to, pick-up, move-to, craft-arrow"
train_23,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Sword))))\n)', '(move-to t1 t15)\n(pick-up i1 o10 t15)\n(move-to t15 t10)\n(pick-up i2 o12 t10)\n(move-to t10 t7)\n(craft-sword_1 t7 o2 i1 o10 i2 o12 i3 o22)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-sword_1","move-to, pick-up, move-to, pick-up, move-to, craft-sword_1"
train_24,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Sword))))\n)', '(move-to t1 t14)\n(pick-up i1 o10 t14)\n(move-to t14 t7)\n(pick-up i2 o12 t7)\n(move-to t7 t6)\n(craft-sword_1 t6 o2 i1 o10 i2 o12 i3 o22)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-sword_1","move-to, pick-up, move-to, pick-up, move-to, craft-sword_1"
train_25,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o CookedPotato))))\n)', '(move-to t1 t12)\n(pick-up i1 o18 t12)\n(move-to t12 t7)\n(craft-cooked-potato_2 t7 o7 i1 o18 i2 o22)')",False,"move-to, pick-up, move-to, craft-cooked-potato_2","move-to, pick-up, move-to"
train_25,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o CookedPotato))))\n)', '(move-to t1 t12)\n(pick-up i1 o18 t12)\n(move-to t12 t7)\n(cook_2 t7 o7 i1 o18 i2 o22)')",False,"move-to, pick-up, move-to, cook_2","move-to, pick-up, move-to"
train_25,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o CookedPotato))))\n)', '(move-to t1 t12)\n(pick-up i1 o18 t12)\n(move-to t12 t7)\n(cook-potato_1 t7 o7 i1 o18 i2 o22)')",False,"move-to, pick-up, move-to, cook-potato_1","move-to, pick-up, move-to"
train_25,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o CookedPotato))))\n)', '(move-to t1 t12)\n(pick-up i1 o18 t12)\n(move-to t12 t1)\n(pick-up i2 o19 t1)\n(move-to t1 t7)\n(craft-potato2_2 t7 o7 i1 o18 i2 o19 i3 o22)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-potato2_2","move-to, pick-up, move-to, pick-up, move-to"
train_25,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o CookedPotato))))\n)', '(move-to t1 t12)\n(pick-up i1 o18 t12)\n(move-to t12 t7)\n(cook_0 t7 o7 i1 o18 i2 o22)')",False,"move-to, pick-up, move-to, cook_0","move-to, pick-up, move-to"
train_26,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o CookedPotato))))\n)', '(pick-up i1 o18 t1)\n(move-to t1 t13)\n(craft-cooked-potato_1 t13 o7 i1 o18 i2 o22)')",False,"pick-up, move-to, craft-cooked-potato_1","pick-up, move-to"
train_26,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o CookedPotato))))\n)', '(pick-up i1 o18 t1)\n(move-to t1 t13)\n(cook_2 t13 o7 i1 o18 i2 o22)')",False,"pick-up, move-to, cook_2","pick-up, move-to"
train_26,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o CookedPotato))))\n)', '(pick-up i1 o18 t1)\n(move-to t1 t13)\n(cook-potato_2 t13 o7 i1 o18 i2 o22)')",False,"pick-up, move-to, cook-potato_2","pick-up, move-to"
train_26,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o CookedPotato))))\n)', '(pick-up i1 o18 t1)\n(move-to t1 t12)\n(pick-up i2 o20 t12)\n(move-to t12 t13)\n(craft-potato2_1 t13 o7 i1 o18 i2 o20 i3 o22)')",False,"pick-up, move-to, pick-up, move-to, craft-potato2_1","pick-up, move-to, pick-up, move-to"
train_26,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o CookedPotato))))\n)', '(pick-up i1 o18 t1)\n(move-to t1 t13)\n(craft-cooked-potato_0 t13 o7 i1 o18 i2 o22)')",False,"pick-up, move-to, craft-cooked-potato_0","pick-up, move-to"
train_26,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o CookedPotato))))\n)', '(pick-up i1 o18 t1)\n(move-to t1 t13)\n(cook_0 t13 o7 i1 o18 i2 o22)')",False,"pick-up, move-to, cook_0","pick-up, move-to"
train_26,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o CookedPotato))))\n)', '(pick-up i1 o18 t1)\n(move-to t1 t10)\n(pick-up i2 o8 t10)\n(move-to t10 t13)\n(cook_1 t13 o7 i1 o18 i2 o8 i3 o22)')",False,"pick-up, move-to, pick-up, move-to, cook_1","pick-up, move-to, pick-up, move-to"
train_27,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o IronIngot))))\n)', '(move-to t1 t3)\n(pick-up i1 o13 t3)\n(move-to t3 t2)\n(smelt-iron-ore_2 t2 o4 i1 o13 i2 o21)')",False,"move-to, pick-up, move-to, smelt-iron-ore_2","move-to, pick-up, move-to"
train_27,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o IronIngot))))\n)', '(move-to t1 t3)\n(pick-up i1 o13 t3)\n(move-to t3 t15)\n(pick-up i2 o14 t15)\n(move-to t15 t2)\n(smelt-iron-ore_1 t2 o4 i1 o13 i2 o14 i3 o21)')",False,"move-to, pick-up, move-to, pick-up, move-to, smelt-iron-ore_1","move-to, pick-up, move-to, pick-up, move-to"
train_27,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o IronIngot))))\n)', '(move-to t1 t3)\n(pick-up i1 o13 t3)\n(move-to t3 t15)\n(pick-up i2 o14 t15)\n(move-to t15 t4)\n(craft-iron-ingot_2 t4 o1 i1 o13 i2 o14 i3 o21)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-iron-ingot_2","move-to, pick-up, move-to, pick-up, move-to, craft-iron-ingot_2"
train_28,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o CookedPotato))))\n)', '(move-to t1 t11)\n(pick-up i1 o18 t11)\n(move-to t11 t6)\n(craft-cooked-potato_2 t6 o7 i1 o18 i2 o22)')",False,"move-to, pick-up, move-to, craft-cooked-potato_2","move-to, pick-up, move-to"
train_28,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o CookedPotato))))\n)', '(move-to t1 t11)\n(pick-up i1 o18 t11)\n(move-to t11 t6)\n(cook-potato_0 t6 o7 i1 o18 i2 o22)')",False,"move-to, pick-up, move-to, cook-potato_0","move-to, pick-up, move-to"
train_28,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o CookedPotato))))\n)', '(move-to t1 t11)\n(pick-up i1 o18 t11)\n(move-to t11 t15)\n(pick-up i2 o20 t15)\n(move-to t15 t6)\n(craft-potato2_0 t6 o7 i1 o18 i2 o20 i3 o22)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-potato2_0","move-to, pick-up, move-to, pick-up, move-to"
train_28,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o CookedPotato))))\n)', '(move-to t1 t11)\n(pick-up i1 o18 t11)\n(move-to t11 t6)\n(craft-cooked-potato_1 t6 o7 i1 o18 i2 o22)')",False,"move-to, pick-up, move-to, craft-cooked-potato_1","move-to, pick-up, move-to"
train_28,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o CookedPotato))))\n)', '(move-to t1 t11)\n(pick-up i1 o18 t11)\n(move-to t11 t6)\n(cook_0 t6 o7 i1 o18 i2 o22)')",False,"move-to, pick-up, move-to, cook_0","move-to, pick-up, move-to"
train_28,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o CookedPotato))))\n)', '(move-to t1 t11)\n(pick-up i1 o18 t11)\n(move-to t11 t6)\n(craft-cooked-potato_0 t6 o7 i1 o18 i2 o22)')",False,"move-to, pick-up, move-to, craft-cooked-potato_0","move-to, pick-up, move-to"
train_29,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o IronIngot))))\n)', '(move-to t1 t12)\n(pick-up i1 o13 t12)\n(move-to t12 t11)\n(smelt-iron-ore_0 t11 o4 i1 o13 i2 o21)')",False,"move-to, pick-up, move-to, smelt-iron-ore_0","move-to, pick-up, move-to"
train_29,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o IronIngot))))\n)', '(move-to t1 t12)\n(pick-up i1 o13 t12)\n(move-to t12 t11)\n(smelt-iron-ore_2 t11 o4 i1 o13 i2 o21)')",False,"move-to, pick-up, move-to, smelt-iron-ore_2","move-to, pick-up, move-to"
train_29,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o IronIngot))))\n)', '(move-to t1 t12)\n(pick-up i1 o13 t12)\n(move-to t12 t7)\n(craft-iron-ingot_0 t7 o1 i1 o13 i2 o21)')",False,"move-to, pick-up, move-to, craft-iron-ingot_0","move-to, pick-up, move-to"
train_29,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o IronIngot))))\n)', '(move-to t1 t12)\n(pick-up i1 o13 t12)\n(move-to t12 t7)\n(pick-up i2 o14 t7)\n(craft-iron-ingot_2 t7 o1 i1 o13 i2 o14 i3 o21)')",True,"move-to, pick-up, move-to, pick-up, craft-iron-ingot_2","move-to, pick-up, move-to, pick-up, craft-iron-ingot_2"
train_30,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o CookedPotato))))\n)', '(move-to t1 t7)\n(pick-up i1 o18 t7)\n(move-to t7 t12)\n(cook_0 t12 o7 i1 o18 i2 o22)')",False,"move-to, pick-up, move-to, cook_0","move-to, pick-up, move-to"
train_30,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o CookedPotato))))\n)', '(move-to t1 t7)\n(pick-up i1 o18 t7)\n(move-to t7 t12)\n(mix-ingredients_0 t12 o7 i1 o18 i2 o22)')",False,"move-to, pick-up, move-to, mix-ingredients_0","move-to, pick-up, move-to"
train_31,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bed))))\n)', '(move-to t1 t2)\n(pick-up i1 o8 t2)\n(move-to t2 t13)\n(pick-up i2 o17 t13)\n(move-to t13 t7)\n(craft-bed_2 t7 o5 i1 o8 i2 o17 i3 o22)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-bed_2","move-to, pick-up, move-to, pick-up, move-to"
train_31,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bed))))\n)', '(move-to t1 t4)\n(pick-up i1 o9 t4)\n(move-to t4 t13)\n(pick-up i2 o17 t13)\n(move-to t13 t12)\n(craft-bed_1 t12 o1 i1 o9 i2 o17 i3 o22)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-bed_1","move-to, pick-up, move-to, pick-up, move-to, craft-bed_1"
train_32,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(pick-up i1 o8 t1)\n(move-to t1 t11)\n(craft-bowl_0 t11 o1 i1 o8 i2 o21)')",False,"pick-up, move-to, craft-bowl_0","pick-up, move-to"
train_32,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(pick-up i1 o8 t1)\n(move-to t1 t9)\n(pick-up i2 o15 t9)\n(move-to t9 t11)\n(craft-bowl_2 t11 o1 i1 o8 i2 o15 i3 o21)')",False,"pick-up, move-to, pick-up, move-to, craft-bowl_2","pick-up, move-to, pick-up, move-to"
train_32,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(pick-up i1 o8 t1)\n(move-to t1 t7)\n(pick-up i2 o11 t7)\n(move-to t7 t11)\n(craft-bowl1_2 t11 o1 i1 o8 i2 o11 i3 o21)')",False,"pick-up, move-to, pick-up, move-to, craft-bowl1_2","pick-up, move-to, pick-up, move-to"
train_32,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(pick-up i1 o8 t1)\n(move-to t1 t2)\n(craft-bowl1_0 t2 o7 i1 o8 i2 o21)')",False,"pick-up, move-to, craft-bowl1_0","pick-up, move-to"
train_32,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(pick-up i1 o8 t1)\n(move-to t1 t6)\n(pick-up i2 o10 t6)\n(move-to t6 t11)\n(craft-bowl1_2 t11 o1 i1 o8 i2 o10 i3 o21)')",False,"pick-up, move-to, pick-up, move-to, craft-bowl1_2","pick-up, move-to, pick-up, move-to"
train_32,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(pick-up i1 o8 t1)\n(move-to t1 t11)\n(craft-bowl1_1 t11 o1 i1 o8 i1 o8 i2 o21)')",False,"pick-up, move-to, craft-bowl1_1","pick-up, move-to"
train_32,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(move-to t1 t6)\n(pick-up i1 o10 t6)\n(move-to t6 t1)\n(pick-up i2 o8 t1)\n(move-to t1 t11)\n(craft-bowl_2 t11 o1 i1 o10 i2 o8 i3 o21)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-bowl_2","move-to, pick-up, move-to, pick-up, move-to"
train_33,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Paper))))\n)', '(move-to t1 t10)\n(pick-up i1 o21 t10)\n(move-to t10 t4)\n(craft-paper_1 t4 o1 i1 o21 i1 o21 i2 o22)')",True,"move-to, pick-up, move-to, craft-paper_1","move-to, pick-up, move-to, craft-paper_1"
train_34,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o GoldIngot))))\n)', '(move-to t1 t11)\n(pick-up i1 o15 t11)\n(move-to t11 t12)\n(smelt_1 t12 o4 i1 o15 i2 o21)')",False,"move-to, pick-up, move-to, smelt_1","move-to, pick-up, move-to"
train_34,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o GoldIngot))))\n)', '(move-to t1 t11)\n(pick-up i1 o15 t11)\n(move-to t11 t12)\n(craft-gold-ingot_0 t12 o4 i1 o15 i2 o21)')",False,"move-to, pick-up, move-to, craft-gold-ingot_0","move-to, pick-up, move-to"
train_34,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o GoldIngot))))\n)', '(move-to t1 t11)\n(pick-up i1 o15 t11)\n(move-to t11 t14)\n(pick-up i2 o14 t14)\n(move-to t14 t9)\n(craft-gold-ingot_1 t9 o1 i1 o15 i2 o14 i3 o21)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-gold-ingot_1","move-to, pick-up, move-to, pick-up, move-to, craft-gold-ingot_1"
train_35,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Boat))))\n)', '(move-to t1 t3)\n(pick-up i1 o8 t3)\n(move-to t3 t7)\n(pick-up i2 o10 t7)\n(move-to t7 t10)\n(craft-boat_1 t10 o6 i1 o8 i2 o10 i3 o22)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-boat_1","move-to, pick-up, move-to, pick-up, move-to"
train_35,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Boat))))\n)', '(move-to t1 t3)\n(pick-up i1 o8 t3)\n(move-to t3 t15)\n(pick-up i2 o12 t15)\n(move-to t15 t10)\n(craft-boat_2 t10 o6 i1 o8 i2 o12 i3 o22)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-boat_2","move-to, pick-up, move-to, pick-up, move-to"
train_36,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Boat))))\n)', '(move-to t1 t9)\n(pick-up i1 o8 t9)\n(move-to t9 t8)\n(craft-boat_0 t8 o6 i1 o8 i2 o22)')",False,"move-to, pick-up, move-to, craft-boat_0","move-to, pick-up, move-to"
