problem_id,attempt_id,minimum_n_operators,goal,success,plan,sampled_operators
train_25,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o CookedPotato))))
)",True,"(move-to t1 t12)
(pick-up i1 o18 t12)
(move-to t12 t7)
(cook_0 t7 o7 i1 o18 i2 o22)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1', 'craft-boat_2']"
train_25,1,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o CookedPotato))))
)",True,"(move-to t1 t12)
(pick-up i1 o18 t12)
(move-to t12 t7)
(cook_0 t7 o7 i1 o18 i2 o22)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1', 'craft-boat_2']"
train_25,2,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o CookedPotato))))
)",True,"(move-to t1 t12)
(pick-up i1 o18 t12)
(move-to t12 t7)
(cook_0 t7 o7 i1 o18 i2 o22)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1', 'craft-boat_2']"
train_26,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o CookedPotato))))
)",True,"(pick-up i1 o18 t1)
(move-to t1 t13)
(cook_0 t13 o7 i1 o18 i2 o22)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-stick_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1', 'craft-boat_2']"
train_26,1,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o CookedPotato))))
)",True,"(pick-up i1 o18 t1)
(move-to t1 t13)
(cook_0 t13 o7 i1 o18 i2 o22)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1', 'craft-boat_2']"
train_26,2,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o CookedPotato))))
)",True,"(pick-up i1 o18 t1)
(move-to t1 t13)
(cook_0 t13 o7 i1 o18 i2 o22)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1', 'craft-boat_2']"
train_27,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o IronIngot))))
)",True,"(move-to t1 t3)
(pick-up i1 o13 t3)
(move-to t3 t15)
(pick-up i2 o14 t15)
(move-to t15 t4)
(craft-iron-ingot_2 t4 o1 i1 o13 i2 o14 i3 o21)","['craft-stick1_1', 'craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1', 'craft-boat_2']"
train_28,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o CookedPotato))))
)",True,"(move-to t1 t11)
(pick-up i1 o18 t11)
(move-to t11 t6)
(cook_0 t6 o7 i1 o18 i2 o22)","['craft-stick1_1', 'craft-bowl1_1', 'craft-bowl_1', 'craft-boat_0', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1', 'craft-boat_2']"
train_28,1,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o CookedPotato))))
)",True,"(move-to t1 t11)
(pick-up i1 o18 t11)
(move-to t11 t6)
(cook_0 t6 o7 i1 o18 i2 o22)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1', 'craft-boat_2']"
train_28,2,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o CookedPotato))))
)",True,"(move-to t1 t11)
(pick-up i1 o18 t11)
(move-to t11 t6)
(cook_0 t6 o7 i1 o18 i2 o22)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1', 'craft-boat_2']"
train_29,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o IronIngot))))
)",True,"(move-to t1 t12)
(pick-up i1 o13 t12)
(move-to t12 t7)
(pick-up i2 o14 t7)
(craft-iron-ingot_2 t7 o1 i1 o13 i2 o14 i3 o21)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1', 'craft-boat_2']"
train_30,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o CookedPotato))))
)",True,"(move-to t1 t7)
(pick-up i1 o18 t7)
(move-to t7 t12)
(cook_0 t12 o7 i1 o18 i2 o22)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'craft-cooked-potato_0', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-stick_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1', 'craft-boat_2']"
train_30,1,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o CookedPotato))))
)",True,"(move-to t1 t7)
(pick-up i1 o18 t7)
(move-to t7 t12)
(cook_0 t12 o7 i1 o18 i2 o22)","['craft-bowl1_1', 'craft-bowl_1', 'craft-boat_0', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1', 'craft-boat_2']"
train_30,2,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o CookedPotato))))
)",True,"(move-to t1 t7)
(pick-up i1 o18 t7)
(move-to t7 t12)
(cook_0 t12 o7 i1 o18 i2 o22)","['craft-bowl1_1', 'craft-bowl_1', 'craft-boat_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1', 'craft-boat_2']"
train_31,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Bed))))
)",True,"(move-to t1 t4)
(pick-up i1 o9 t4)
(move-to t4 t13)
(pick-up i2 o17 t13)
(move-to t13 t12)
(craft-bed_1 t12 o1 i1 o9 i2 o17 i3 o22)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1', 'craft-boat_2']"
train_32,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Bowl))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1', 'craft-boat_2']"
train_32,1,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Bowl))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1', 'craft-boat_2']"
train_32,2,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Bowl))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-stick_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1', 'craft-boat_2']"
train_33,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Paper))))
)",True,"(move-to t1 t10)
(pick-up i1 o21 t10)
(move-to t10 t4)
(craft-paper_1 t4 o1 i1 o21 i1 o21 i2 o22)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-stick_0', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1', 'craft-boat_2']"
train_34,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o GoldIngot))))
)",True,"(move-to t1 t11)
(pick-up i1 o15 t11)
(move-to t11 t14)
(pick-up i2 o14 t14)
(move-to t14 t9)
(craft-gold-ingot_1 t9 o1 i1 o15 i2 o14 i3 o21)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1', 'craft-boat_2']"
train_35,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Boat))))
)",True,"(move-to t1 t3)
(pick-up i1 o8 t3)
(move-to t3 t15)
(pick-up i2 o12 t15)
(move-to t15 t10)
(craft-boat_2 t10 o6 i1 o8 i2 o12 i3 o22)","['craft-stick1_1', 'craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-stick_2', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'craft-cooked-potato_0', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-stick_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1', 'craft-boat_2']"
train_35,1,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Boat))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_35,2,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Boat))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-stick_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_36,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Boat))))
)",True,"(move-to t1 t9)
(pick-up i1 o8 t9)
(move-to t9 t12)
(pick-up i2 o15 t12)
(move-to t12 t8)
(craft-boat_1 t8 o6 i1 o8 i2 o15 i3 o22)","['craft-bowl1_1', 'craft-bowl_1', 'craft-boat_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_36,1,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Boat))))
)",True,"(move-to t1 t9)
(pick-up i1 o8 t9)
(move-to t9 t5)
(pick-up i2 o12 t5)
(move-to t5 t8)
(craft-boat_2 t8 o6 i1 o8 i2 o12 i3 o22)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1', 'craft-boat_2']"
train_36,2,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Boat))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_37,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Stick))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_37,1,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Stick))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_37,2,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Stick))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_38,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o BeetrootSoup))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_38,1,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o BeetrootSoup))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_38,2,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o BeetrootSoup))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_39,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Sword))))
)",True,"(move-to t1 t9)
(pick-up i1 o10 t9)
(move-to t9 t13)
(pick-up i2 o12 t13)
(move-to t13 t12)
(craft-sword_1 t12 o2 i1 o10 i2 o12 i3 o22)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_40,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o BeetrootSoup))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-bowl1_0', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-stick_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1', 'craft-boat_2']"
train_40,1,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o BeetrootSoup))))
)",False,,"['craft-stick1_1', 'craft-bowl1_1', 'craft-bowl_1', 'craft-boat_0', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_40,2,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o BeetrootSoup))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-stick_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_41,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o GoldIngot))))
)",True,"(move-to t1 t15)
(pick-up i1 o15 t15)
(move-to t15 t1)
(pick-up i2 o14 t1)
(move-to t1 t6)
(craft-gold-ingot_1 t6 o1 i1 o15 i2 o14 i3 o21)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-stick_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_42,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o WoodPlank))))
)",True,"(move-to t1 t12)
(pick-up i1 o8 t12)
(move-to t12 t1)
(craft-wood-plank i1 i2 o1 o8 o21 t1)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_43,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o1 - object)
(exists (?o2 - object)
(exists (?o3 - object)
(exists (?o4 - object)
(and 
		(inventory-holding ?i ?o1)
		(inventory-holding ?i ?o2)
		(inventory-holding ?i ?o3)
		(inventory-holding ?i ?o4)
		(object-of-type ?o1 Beetroot)
		(object-of-type ?o2 Beetroot)
		(object-of-type ?o3 Beetroot)
		(object-of-type ?o4 Bowl)))))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_43,1,10,"(:goal
	(exists (?i - inventory)
(exists (?o1 - object)
(exists (?o2 - object)
(exists (?o3 - object)
(exists (?o4 - object)
(and 
		(inventory-holding ?i ?o1)
		(inventory-holding ?i ?o2)
		(inventory-holding ?i ?o3)
		(inventory-holding ?i ?o4)
		(object-of-type ?o1 Beetroot)
		(object-of-type ?o2 Beetroot)
		(object-of-type ?o3 Beetroot)
		(object-of-type ?o4 Bowl)))))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_43,2,10,"(:goal
	(exists (?i - inventory)
(exists (?o1 - object)
(exists (?o2 - object)
(exists (?o3 - object)
(exists (?o4 - object)
(and 
		(inventory-holding ?i ?o1)
		(inventory-holding ?i ?o2)
		(inventory-holding ?i ?o3)
		(inventory-holding ?i ?o4)
		(object-of-type ?o1 Beetroot)
		(object-of-type ?o2 Beetroot)
		(object-of-type ?o3 Beetroot)
		(object-of-type ?o4 Bowl)))))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-boat_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_44,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Bowl))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_44,1,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Bowl))))
)",False,,"['craft-stick1_1', 'craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_44,2,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Bowl))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-stick_2', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_45,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o WoodPlank))))
)",True,"(move-to t1 t7)
(pick-up i1 o8 t7)
(move-to t7 t8)
(craft-wood-plank i1 i2 o1 o8 o21 t8)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_46,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Bowl))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
