problem_id,goal,task_success,task_plan,task_plan_success_prefix
train_69,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Potato))\n)', '(move-to t1 t10)\n(pick-up i1 o13 t10)\n(mine-potato_0 t10 o7 i1 o13 i3 o17)')",True,"move-to, pick-up, mine-potato_0","move-to, pick-up, mine-potato_0"
train_70,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 SugarCane))\n)', '(move-to t1 t5)\n(pick-up i1 o14 t5)\n(move-to t5 t10)\n(mine-sugar-cane1_2 t10 o10 i1 o14 i3 o17)')",True,"move-to, pick-up, move-to, mine-sugar-cane1_2","move-to, pick-up, move-to, mine-sugar-cane1_2"
train_71,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Feather))\n)', '(move-to t1 t6)\n(pick-up i1 o12 t6)\n(move-to t6 t14)\n(mine-feather_2 t14 o5 i1 o12 i3 o17)')",False,"move-to, pick-up, move-to, mine-feather_2","move-to, pick-up, move-to"
train_71,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Feather))\n)', '(move-to t1 t12)\n(pick-up i1 o13 t12)\n(move-to t12 t14)\n(mine-feather1_0 t14 o5 i1 o13 i3 o17)')",True,"move-to, pick-up, move-to, mine-feather1_0","move-to, pick-up, move-to, mine-feather1_0"
train_72,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Potato))\n)', '(pick-up i1 o14 t1)\n(move-to t1 t14)\n(mine-potato_0 t14 o7 i1 o14 i3 o17)')",True,"pick-up, move-to, mine-potato_0","pick-up, move-to, mine-potato_0"
train_73,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Wood))\n)', '(move-to t1 t6)\n(pick-up i1 o12 t6)\n(move-to t6 t7)\n(mine-wood_0 t7 o4 i1 o12 i3 o17)')",True,"move-to, pick-up, move-to, mine-wood_0","move-to, pick-up, move-to, mine-wood_0"
train_74,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Feather))\n)', '(move-to t1 t13)\n(pick-up i1 o13 t13)\n(move-to t13 t1)\n(mine-feather1_0 t1 o5 i1 o13 i3 o17)')",True,"move-to, pick-up, move-to, mine-feather1_0","move-to, pick-up, move-to, mine-feather1_0"
train_74,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Feather))\n)', '(move-to t1 t9)\n(pick-up i1 o14 t9)\n(move-to t9 t1)\n(mine-feather3_1_0 t1 o5 i1 o14 i3 o17)')",False,"move-to, pick-up, move-to, mine-feather3_1_0","move-to, pick-up, move-to"
train_75,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Feather))\n)', '(move-to t1 t8)\n(pick-up i1 o13 t8)\n(move-to t8 t3)\n(mine-feather1_0 t3 o5 i1 o13 i3 o17)')",True,"move-to, pick-up, move-to, mine-feather1_0","move-to, pick-up, move-to, mine-feather1_0"
train_75,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Feather))\n)', '(move-to t1 t3)\n(pick-up i1 o12 t3)\n(mine-feather_0_2 t3 o5 i1 o12 i3 o17)')",False,"move-to, pick-up, mine-feather_0_2","move-to, pick-up"
train_76,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Beetroot))\n)', '(move-to t1 t2)\n(pick-up i1 o6 t2)\n(move-to t2 t11)\n(mine-beetroot_1 t11 o8 i1 o6 i3 o17)')",True,"move-to, pick-up, move-to, mine-beetroot_1","move-to, pick-up, move-to, mine-beetroot_1"
train_77,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Coal))\n)', '(move-to t1 t11)\n(pick-up i1 o11 t11)\n(move-to t11 t4)\n(mine-coal_2 t4 o2 i1 o11 i3 o17)')",True,"move-to, pick-up, move-to, mine-coal_2","move-to, pick-up, move-to, mine-coal_2"
train_78,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Potato))\n)', '(pick-up i1 o4 t1)\n(move-to t1 t3)\n(mine-potato_0 t3 o7 i1 o4 i3 o17)')",True,"pick-up, move-to, mine-potato_0","pick-up, move-to, mine-potato_0"
train_79,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 GoldOre))\n)', '(move-to t1 t8)\n(pick-up i1 o11 t8)\n(move-to t8 t3)\n(mine-gold-ore_0 t3 o9 i1 o11 i3 o17)')",True,"move-to, pick-up, move-to, mine-gold-ore_0","move-to, pick-up, move-to, mine-gold-ore_0"
train_80,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Potato))\n)', '(pick-up i1 o4 t1)\n(move-to t1 t13)\n(mine-potato_0 t13 o7 i1 o4 i3 o17)')",True,"pick-up, move-to, mine-potato_0","pick-up, move-to, mine-potato_0"
train_81,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 IronOre))\n)', '(move-to t1 t10)\n(pick-up i1 o11 t10)\n(move-to t10 t5)\n(mine-iron-ore i1 i3 o1 o11 o17 t5)')",True,"move-to, pick-up, move-to, mine-iron-ore","move-to, pick-up, move-to, mine-iron-ore"
train_82,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Wood))\n)', '(move-to t1 t4)\n(pick-up i1 o12 t4)\n(move-to t4 t10)\n(mine-wood_0 t10 o4 i1 o12 i3 o17)')",True,"move-to, pick-up, move-to, mine-wood_0","move-to, pick-up, move-to, mine-wood_0"
train_83,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 IronOre))\n)', '(move-to t1 t8)\n(pick-up i1 o11 t8)\n(move-to t8 t6)\n(mine-iron-ore i1 i3 o1 o11 o17 t6)')",True,"move-to, pick-up, move-to, mine-iron-ore","move-to, pick-up, move-to, mine-iron-ore"
train_84,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Coal))\n)', '(move-to t1 t6)\n(pick-up i1 o11 t6)\n(move-to t6 t4)\n(mine-coal_2 t4 o2 i1 o11 i3 o17)')",True,"move-to, pick-up, move-to, mine-coal_2","move-to, pick-up, move-to, mine-coal_2"
train_85,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Wool))\n)', '(move-to t1 t5)\n(pick-up i1 o14 t5)\n(move-to t5 t14)\n(mine-wool_1 t14 o6 i1 o14 i3 o17)')",True,"move-to, pick-up, move-to, mine-wool_1","move-to, pick-up, move-to, mine-wool_1"
train_86,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 IronOre))\n)', '(move-to t1 t12)\n(pick-up i1 o11 t12)\n(move-to t12 t3)\n(mine-iron-ore i1 i3 o1 o11 o17 t3)')",True,"move-to, pick-up, move-to, mine-iron-ore","move-to, pick-up, move-to, mine-iron-ore"
train_87,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Feather))\n)', '(move-to t1 t7)\n(pick-up i1 o13 t7)\n(move-to t7 t12)\n(mine-feather1_0 t12 o5 i1 o13 i3 o17)')",True,"move-to, pick-up, move-to, mine-feather1_0","move-to, pick-up, move-to, mine-feather1_0"
train_87,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Feather))\n)', '(move-to t1 t7)\n(pick-up i1 o12 t7)\n(move-to t7 t12)\n(mine-feather_0_1 t12 o5 i1 o12 i3 o17)')",False,"move-to, pick-up, move-to, mine-feather_0_1","move-to, pick-up, move-to"
train_88,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Wood))\n)', '(move-to t1 t9)\n(pick-up i1 o12 t9)\n(move-to t9 t4)\n(mine-wood_0 t4 o4 i1 o12 i3 o17)')",True,"move-to, pick-up, move-to, mine-wood_0","move-to, pick-up, move-to, mine-wood_0"
train_89,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Beetroot))\n)', '(move-to t1 t4)\n(pick-up i1 o7 t4)\n(move-to t4 t14)\n(mine-beetroot_1 t14 o8 i1 o7 i3 o17)')",True,"move-to, pick-up, move-to, mine-beetroot_1","move-to, pick-up, move-to, mine-beetroot_1"
train_90,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 IronOre))\n)', '(move-to t1 t11)\n(pick-up i1 o11 t11)\n(move-to t11 t7)\n(mine-iron-ore i1 i3 o1 o11 o17 t7)')",True,"move-to, pick-up, move-to, mine-iron-ore","move-to, pick-up, move-to, mine-iron-ore"
train_91,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Feather))\n)', '(move-to t1 t3)\n(pick-up i1 o13 t3)\n(move-to t3 t9)\n(mine-feather1_0 t9 o5 i1 o13 i3 o17)')",True,"move-to, pick-up, move-to, mine-feather1_0","move-to, pick-up, move-to, mine-feather1_0"
train_92,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Beetroot))\n)', '(pick-up i1 o6 t1)\n(move-to t1 t7)\n(mine-beetroot_1 t7 o8 i1 o6 i3 o17)')",True,"pick-up, move-to, mine-beetroot_1","pick-up, move-to, mine-beetroot_1"
train_93,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Beetroot))\n)', '(pick-up i1 o9 t1)\n(move-to t1 t6)\n(mine-beetroot_1 t6 o8 i1 o9 i3 o17)')",True,"pick-up, move-to, mine-beetroot_1","pick-up, move-to, mine-beetroot_1"
train_94,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Potato))\n)', '(pick-up i1 o9 t1)\n(move-to t1 t2)\n(mine-potato_0 t2 o7 i1 o9 i3 o17)')",True,"pick-up, move-to, mine-potato_0","pick-up, move-to, mine-potato_0"
train_95,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 GoldOre))\n)', '(move-to t1 t10)\n(pick-up i1 o11 t10)\n(move-to t10 t5)\n(mine-gold-ore_0 t5 o9 i1 o11 i3 o17)')",True,"move-to, pick-up, move-to, mine-gold-ore_0","move-to, pick-up, move-to, mine-gold-ore_0"
train_96,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 SugarCane))\n)', '(move-to t1 t5)\n(pick-up i1 o14 t5)\n(move-to t5 t6)\n(mine-sugar-cane1_2 t6 o10 i1 o14 i3 o17)')",True,"move-to, pick-up, move-to, mine-sugar-cane1_2","move-to, pick-up, move-to, mine-sugar-cane1_2"
train_97,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Wood))\n)', '(move-to t1 t7)\n(pick-up i1 o12 t7)\n(move-to t7 t11)\n(mine-wood_0 t11 o4 i1 o12 i3 o17)')",True,"move-to, pick-up, move-to, mine-wood_0","move-to, pick-up, move-to, mine-wood_0"
train_98,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Potato))\n)', '(pick-up i1 o1 t1)\n(move-to t1 t5)\n(mine-potato_0 t5 o7 i1 o1 i3 o17)')",True,"pick-up, move-to, mine-potato_0","pick-up, move-to, mine-potato_0"
train_99,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Feather))\n)', '(move-to t1 t2)\n(pick-up i1 o12 t2)\n(move-to t2 t15)\n(mine-feather_0_1 t15 o5 i1 o12 i3 o17)')",False,"move-to, pick-up, move-to, mine-feather_0_1","move-to, pick-up, move-to"
train_99,"('(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Feather))\n)', '(move-to t1 t7)\n(pick-up i1 o13 t7)\n(move-to t7 t15)\n(mine-feather1_0 t15 o5 i1 o13 i3 o17)')",True,"move-to, pick-up, move-to, mine-feather1_0","move-to, pick-up, move-to, mine-feather1_0"
