problem_id,goal,task_success,task_plan,task_plan_success_prefix
train_43,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o BeetrootSoup))))\n)', '(move-to t1 t12)\n(pick-up i1 o19 t12)\n(move-to t12 t5)\n(pick-up i2 o20 t5)\n(move-to t5 t14)\n(craft-beetroot-soup_0 t14 o7 i1 o19 i2 o20 i3 o22)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-beetroot-soup_0","move-to, pick-up, move-to, pick-up, move-to, craft-beetroot-soup_0"
train_44,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(move-to t1 t6)\n(pick-up i1 o9 t6)\n(move-to t6 t1)\n(craft-bowl_1 t1 o1 i1 o9 i1 o9 i2 o21)')",True,"move-to, pick-up, move-to, craft-bowl_1","move-to, pick-up, move-to, craft-bowl_1"
train_45,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o WoodPlank))))\n)', '(move-to t1 t7)\n(pick-up i1 o8 t7)\n(move-to t7 t8)\n(craft-wood-plank i1 i2 o1 o8 o21 t8)')",True,"move-to, pick-up, move-to, craft-wood-plank","move-to, pick-up, move-to, craft-wood-plank"
train_46,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(pick-up i1 o9 t1)\n(move-to t1 t6)\n(craft-bowl_1 t6 o1 i1 o9 i1 o9 i2 o21)')",True,"pick-up, move-to, craft-bowl_1","pick-up, move-to, craft-bowl_1"
train_47,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bed))))\n)', '(move-to t1 t11)\n(pick-up i1 o9 t11)\n(move-to t11 t3)\n(pick-up i2 o17 t3)\n(move-to t3 t4)\n(craft-bed_1 t4 o5 i1 o9 i2 o17 i3 o22)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-bed_1","move-to, pick-up, move-to, pick-up, move-to, craft-bed_1"
train_48,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(move-to t1 t14)\n(pick-up i1 o9 t14)\n(move-to t14 t4)\n(craft-bowl_1 t4 o1 i1 o9 i1 o9 i2 o21)')",True,"move-to, pick-up, move-to, craft-bowl_1","move-to, pick-up, move-to, craft-bowl_1"
train_49,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o WoodPlank))))\n)', '(move-to t1 t14)\n(pick-up i1 o8 t14)\n(move-to t14 t7)\n(craft-wood-plank i1 i2 o1 o8 o21 t7)')",True,"move-to, pick-up, move-to, craft-wood-plank","move-to, pick-up, move-to, craft-wood-plank"
train_50,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Paper))))\n)', '(move-to t1 t11)\n(pick-up i1 o21 t11)\n(move-to t11 t13)\n(craft-paper_0 t13 o1 i1 o21 i2 o22)')",True,"move-to, pick-up, move-to, craft-paper_0","move-to, pick-up, move-to, craft-paper_0"
train_51,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Arrow))))\n)', '(move-to t1 t13)\n(pick-up i1 o10 t13)\n(move-to t13 t4)\n(pick-up i2 o11 t4)\n(move-to t4 t6)\n(craft-arrow i1 i2 i3 o2 o10 o11 o22 t6)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-arrow","move-to, pick-up, move-to, pick-up, move-to, craft-arrow"
train_52,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Boat))))\n)', '(move-to t1 t3)\n(pick-up i1 o9 t3)\n(move-to t3 t13)\n(craft-boat_0 t13 o6 i1 o9 i2 o22)')",True,"move-to, pick-up, move-to, craft-boat_0","move-to, pick-up, move-to, craft-boat_0"
train_53,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o GoldIngot))))\n)', '(move-to t1 t6)\n(pick-up i1 o15 t6)\n(move-to t6 t7)\n(pick-up i2 o14 t7)\n(move-to t7 t8)\n(craft-gold-ingot_1 t8 o1 i1 o15 i2 o14 i3 o21)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-gold-ingot_1","move-to, pick-up, move-to, pick-up, move-to, craft-gold-ingot_1"
train_54,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Sword))))\n)', '(move-to t1 t12)\n(pick-up i1 o10 t12)\n(move-to t12 t2)\n(pick-up i2 o12 t2)\n(move-to t2 t9)\n(craft-sword_0 t9 o2 i1 o10 i2 o12 i3 o22)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-sword_0","move-to, pick-up, move-to, pick-up, move-to, craft-sword_0"
train_55,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Paper))))\n)', '(move-to t1 t6)\n(pick-up i1 o21 t6)\n(move-to t6 t2)\n(craft-paper_0 t2 o1 i1 o21 i2 o22)')",True,"move-to, pick-up, move-to, craft-paper_0","move-to, pick-up, move-to, craft-paper_0"
train_56,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bed))))\n)', '(pick-up i1 o9 t1)\n(move-to t1 t4)\n(pick-up i2 o17 t4)\n(move-to t4 t12)\n(craft-bed_1 t12 o5 i1 o9 i2 o17 i3 o22)')",True,"pick-up, move-to, pick-up, move-to, craft-bed_1","pick-up, move-to, pick-up, move-to, craft-bed_1"
train_57,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o WoodPlank))))\n)', '(move-to t1 t12)\n(pick-up i1 o8 t12)\n(move-to t12 t9)\n(craft-wood-plank i1 i2 o1 o8 o21 t9)')",True,"move-to, pick-up, move-to, craft-wood-plank","move-to, pick-up, move-to, craft-wood-plank"
train_58,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o GoldIngot))))\n)', '(move-to t1 t8)\n(pick-up i1 o15 t8)\n(move-to t8 t11)\n(pick-up i2 o14 t11)\n(move-to t11 t14)\n(craft-gold-ingot_1 t14 o1 i1 o15 i2 o14 i3 o21)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-gold-ingot_1","move-to, pick-up, move-to, pick-up, move-to, craft-gold-ingot_1"
train_59,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o CookedPotato))))\n)', '(move-to t1 t12)\n(pick-up i1 o18 t12)\n(pick-up i2 o15 t12)\n(move-to t12 t13)\n(craft-cooked-potato_1 t13 o7 i1 o18 i2 o15 i3 o22)')",True,"move-to, pick-up, pick-up, move-to, craft-cooked-potato_1","move-to, pick-up, pick-up, move-to, craft-cooked-potato_1"
train_60,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o WoodPlank))))\n)', '(move-to t1 t12)\n(pick-up i1 o8 t12)\n(move-to t12 t4)\n(craft-wood-plank i1 i2 o1 o8 o21 t4)')",True,"move-to, pick-up, move-to, craft-wood-plank","move-to, pick-up, move-to, craft-wood-plank"
train_61,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Paper))))\n)', '(move-to t1 t15)\n(pick-up i1 o21 t15)\n(move-to t15 t3)\n(craft-paper_0 t3 o1 i1 o21 i2 o22)')",True,"move-to, pick-up, move-to, craft-paper_0","move-to, pick-up, move-to, craft-paper_0"
train_62,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bed))))\n)', '(move-to t1 t14)\n(pick-up i1 o9 t14)\n(move-to t14 t6)\n(pick-up i2 o17 t6)\n(move-to t6 t7)\n(craft-bed_1 t7 o5 i1 o9 i2 o17 i3 o22)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-bed_1","move-to, pick-up, move-to, pick-up, move-to, craft-bed_1"
train_63,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o CookedPotato))))\n)', '(move-to t1 t3)\n(pick-up i1 o18 t3)\n(move-to t3 t13)\n(craft-cooked-potato_0 t13 o7 i1 o18 i2 o22)')",False,"move-to, pick-up, move-to, craft-cooked-potato_0","move-to, pick-up, move-to"
train_63,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o CookedPotato))))\n)', '(move-to t1 t3)\n(pick-up i1 o18 t3)\n(move-to t3 t2)\n(pick-up i2 o15 t2)\n(move-to t2 t13)\n(craft-cooked-potato_1 t13 o7 i1 o18 i2 o15 i3 o22)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-cooked-potato_1","move-to, pick-up, move-to, pick-up, move-to, craft-cooked-potato_1"
train_64,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bed))))\n)', '(move-to t1 t11)\n(pick-up i1 o9 t11)\n(move-to t11 t8)\n(craft-bed1_2 t8 o5 i1 o9 i1 o9 i2 o22)')",False,"move-to, pick-up, move-to, craft-bed1_2","move-to, pick-up, move-to"
train_64,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bed))))\n)', '(move-to t1 t11)\n(pick-up i1 o9 t11)\n(move-to t11 t12)\n(pick-up i2 o17 t12)\n(move-to t12 t8)\n(craft-bed_1 t8 o5 i1 o9 i2 o17 i3 o22)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-bed_1","move-to, pick-up, move-to, pick-up, move-to, craft-bed_1"
train_65,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Boat))))\n)', '(move-to t1 t9)\n(pick-up i1 o9 t9)\n(move-to t9 t11)\n(craft-boat_0 t11 o6 i1 o9 i2 o22)')",True,"move-to, pick-up, move-to, craft-boat_0","move-to, pick-up, move-to, craft-boat_0"
train_66,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Arrow))))\n)', '(move-to t1 t8)\n(pick-up i1 o10 t8)\n(move-to t8 t5)\n(pick-up i2 o11 t5)\n(move-to t5 t2)\n(craft-arrow i1 i2 i3 o2 o10 o11 o22 t2)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-arrow","move-to, pick-up, move-to, pick-up, move-to, craft-arrow"
train_67,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Stick))))\n)', '(pick-up i1 o9 t1)\n(move-to t1 t5)\n(craft-stick_0 t5 o1 i1 o9 i2 o21)')",True,"pick-up, move-to, craft-stick_0","pick-up, move-to, craft-stick_0"
train_68,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Paper))))\n)', '(move-to t1 t2)\n(pick-up i1 o21 t2)\n(move-to t2 t7)\n(craft-paper_0 t7 o1 i1 o21 i2 o22)')",True,"move-to, pick-up, move-to, craft-paper_0","move-to, pick-up, move-to, craft-paper_0"
train_69,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o BeetrootSoup))))\n)', '(move-to t1 t12)\n(pick-up i1 o19 t12)\n(move-to t12 t3)\n(pick-up i2 o20 t3)\n(move-to t3 t6)\n(craft-beetroot-soup_0 t6 o7 i1 o19 i2 o20 i3 o22)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-beetroot-soup_0","move-to, pick-up, move-to, pick-up, move-to, craft-beetroot-soup_0"
train_70,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Stick))))\n)', '(move-to t1 t4)\n(pick-up i1 o9 t4)\n(move-to t4 t15)\n(craft-stick_0 t15 o1 i1 o9 i2 o21)')",True,"move-to, pick-up, move-to, craft-stick_0","move-to, pick-up, move-to, craft-stick_0"
train_71,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Shears))))\n)', '(move-to t1 t5)\n(pick-up i1 o13 t5)\n(move-to t5 t6)\n(craft-shears2_2 t6 o3 i1 o13 i2 o22)')",True,"move-to, pick-up, move-to, craft-shears2_2","move-to, pick-up, move-to, craft-shears2_2"
train_72,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o WoodPlank))))\n)', '(move-to t1 t15)\n(pick-up i1 o8 t15)\n(move-to t15 t1)\n(craft-wood-plank i1 i2 o1 o8 o21 t1)')",True,"move-to, pick-up, move-to, craft-wood-plank","move-to, pick-up, move-to, craft-wood-plank"
train_73,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bed))))\n)', '(move-to t1 t5)\n(pick-up i1 o9 t5)\n(move-to t5 t6)\n(pick-up i2 o17 t6)\n(move-to t6 t15)\n(craft-bed_1 t15 o5 i1 o9 i2 o17 i3 o22)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-bed_1","move-to, pick-up, move-to, pick-up, move-to, craft-bed_1"
train_74,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o IronIngot))))\n)', '(move-to t1 t14)\n(pick-up i1 o14 t14)\n(move-to t14 t15)\n(smelt-iron-ore_0 t15 o4 i1 o14 i2 o21)')",False,"move-to, pick-up, move-to, smelt-iron-ore_0","move-to, pick-up, move-to"
train_74,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o IronIngot))))\n)', '(move-to t1 t3)\n(pick-up i1 o13 t3)\n(move-to t3 t10)\n(craft-iron-ingot_2 t10 o1 i1 o13 i1 o13 i2 o21)')",False,"move-to, pick-up, move-to, craft-iron-ingot_2","move-to, pick-up, move-to"
train_74,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o IronIngot))))\n)', '(move-to t1 t3)\n(pick-up i1 o13 t3)\n(move-to t3 t14)\n(pick-up i2 o14 t14)\n(move-to t14 t15)\n(craft-iron-ingot_2 t15 o4 i1 o13 i2 o14 i3 o21)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-iron-ingot_2","move-to, pick-up, move-to, pick-up, move-to, craft-iron-ingot_2"
train_75,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o BeetrootSoup))))\n)', '(move-to t1 t2)\n(pick-up i1 o19 t2)\n(move-to t2 t13)\n(pick-up i2 o20 t13)\n(move-to t13 t3)\n(craft-beetroot-soup_0 t3 o7 i1 o19 i2 o20 i3 o22)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-beetroot-soup_0","move-to, pick-up, move-to, pick-up, move-to, craft-beetroot-soup_0"
train_76,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o GoldIngot))))\n)', '(move-to t1 t12)\n(pick-up i1 o15 t12)\n(move-to t12 t10)\n(pick-up i2 o14 t10)\n(move-to t10 t3)\n(craft-gold-ingot_1 t3 o1 i1 o15 i2 o14 i3 o21)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-gold-ingot_1","move-to, pick-up, move-to, pick-up, move-to, craft-gold-ingot_1"
train_77,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Arrow))))\n)', '(move-to t1 t8)\n(pick-up i1 o10 t8)\n(move-to t8 t10)\n(pick-up i2 o11 t10)\n(move-to t10 t14)\n(craft-arrow i1 i2 i3 o2 o10 o11 o22 t14)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-arrow","move-to, pick-up, move-to, pick-up, move-to, craft-arrow"
train_78,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Boat))))\n)', '(move-to t1 t11)\n(pick-up i1 o9 t11)\n(craft-boat_0 t11 o6 i1 o9 i2 o22)')",True,"move-to, pick-up, craft-boat_0","move-to, pick-up, craft-boat_0"
train_79,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o IronIngot))))\n)', '(move-to t1 t2)\n(pick-up i1 o14 t2)\n(move-to t2 t1)\n(smelt-iron-ore_2 t1 o4 i1 o14 i1 o14 i2 o21)')",False,"move-to, pick-up, move-to, smelt-iron-ore_2","move-to, pick-up, move-to"
train_79,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o IronIngot))))\n)', '(pick-up i1 o13 t1)\n(move-to t1 t4)\n(craft-iron-ingot_1 t4 o1 i1 o13 i2 o21)')",False,"pick-up, move-to, craft-iron-ingot_1","pick-up, move-to"
train_79,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o IronIngot))))\n)', '(pick-up i1 o13 t1)\n(move-to t1 t2)\n(pick-up i2 o14 t2)\n(move-to t2 t1)\n(craft-iron-ingot_2 t1 o4 i1 o13 i2 o14 i3 o21)')",True,"pick-up, move-to, pick-up, move-to, craft-iron-ingot_2","pick-up, move-to, pick-up, move-to, craft-iron-ingot_2"
train_80,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o WoodPlank))))\n)', '(move-to t1 t4)\n(pick-up i1 o8 t4)\n(move-to t4 t7)\n(craft-wood-plank i1 i2 o1 o8 o21 t7)')",True,"move-to, pick-up, move-to, craft-wood-plank","move-to, pick-up, move-to, craft-wood-plank"
train_81,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o BeetrootSoup))))\n)', '(move-to t1 t15)\n(pick-up i1 o19 t15)\n(move-to t15 t10)\n(pick-up i2 o20 t10)\n(move-to t10 t2)\n(craft-beetroot-soup_0 t2 o7 i1 o19 i2 o20 i3 o22)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-beetroot-soup_0","move-to, pick-up, move-to, pick-up, move-to, craft-beetroot-soup_0"
train_82,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Shears))))\n)', '(move-to t1 t15)\n(pick-up i1 o13 t15)\n(move-to t15 t14)\n(craft-shears2_2 t14 o3 i1 o13 i2 o22)')",True,"move-to, pick-up, move-to, craft-shears2_2","move-to, pick-up, move-to, craft-shears2_2"
train_83,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Paper))))\n)', '(move-to t1 t12)\n(pick-up i1 o21 t12)\n(move-to t12 t4)\n(craft-paper_0 t4 o1 i1 o21 i2 o22)')",True,"move-to, pick-up, move-to, craft-paper_0","move-to, pick-up, move-to, craft-paper_0"
train_84,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Stick))))\n)', '(move-to t1 t14)\n(pick-up i1 o9 t14)\n(craft-stick_0 t14 o1 i1 o9 i2 o21)')",True,"move-to, pick-up, craft-stick_0","move-to, pick-up, craft-stick_0"
train_85,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(move-to t1 t3)\n(pick-up i1 o9 t3)\n(move-to t3 t2)\n(craft-bowl_1 t2 o1 i1 o9 i1 o9 i2 o21)')",True,"move-to, pick-up, move-to, craft-bowl_1","move-to, pick-up, move-to, craft-bowl_1"
train_86,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bed))))\n)', '(move-to t1 t2)\n(pick-up i1 o9 t2)\n(move-to t2 t9)\n(pick-up i2 o17 t9)\n(move-to t9 t11)\n(craft-bed_1 t11 o5 i1 o9 i2 o17 i3 o22)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-bed_1","move-to, pick-up, move-to, pick-up, move-to, craft-bed_1"
train_87,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Paper))))\n)', '(move-to t1 t8)\n(pick-up i1 o21 t8)\n(move-to t8 t13)\n(craft-paper_0 t13 o1 i1 o21 i2 o22)')",True,"move-to, pick-up, move-to, craft-paper_0","move-to, pick-up, move-to, craft-paper_0"
train_88,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Boat))))\n)', '(move-to t1 t13)\n(pick-up i1 o9 t13)\n(move-to t13 t12)\n(craft-boat_0 t12 o6 i1 o9 i2 o22)')",True,"move-to, pick-up, move-to, craft-boat_0","move-to, pick-up, move-to, craft-boat_0"
train_89,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Stick))))\n)', '(move-to t1 t11)\n(pick-up i1 o9 t11)\n(move-to t11 t5)\n(craft-stick_0 t5 o1 i1 o9 i2 o21)')",True,"move-to, pick-up, move-to, craft-stick_0","move-to, pick-up, move-to, craft-stick_0"
train_90,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o CookedPotato))))\n)', '(move-to t1 t6)\n(pick-up i1 o18 t6)\n(move-to t6 t13)\n(pick-up i2 o15 t13)\n(move-to t13 t3)\n(craft-cooked-potato_1 t3 o7 i1 o18 i2 o15 i3 o22)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-cooked-potato_1","move-to, pick-up, move-to, pick-up, move-to, craft-cooked-potato_1"
train_91,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Paper))))\n)', '(move-to t1 t4)\n(pick-up i1 o21 t4)\n(move-to t4 t14)\n(craft-paper_0 t14 o1 i1 o21 i2 o22)')",True,"move-to, pick-up, move-to, craft-paper_0","move-to, pick-up, move-to, craft-paper_0"
train_92,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Paper))))\n)', '(move-to t1 t3)\n(pick-up i1 o21 t3)\n(move-to t3 t15)\n(craft-paper_0 t15 o1 i1 o21 i2 o22)')",True,"move-to, pick-up, move-to, craft-paper_0","move-to, pick-up, move-to, craft-paper_0"
train_93,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(move-to t1 t4)\n(pick-up i1 o9 t4)\n(move-to t4 t8)\n(craft-bowl_1 t8 o1 i1 o9 i1 o9 i2 o21)')",True,"move-to, pick-up, move-to, craft-bowl_1","move-to, pick-up, move-to, craft-bowl_1"
train_94,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bed))))\n)', '(move-to t1 t13)\n(pick-up i1 o9 t13)\n(move-to t13 t5)\n(pick-up i2 o17 t5)\n(move-to t5 t12)\n(craft-bed_1 t12 o5 i1 o9 i2 o17 i3 o22)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-bed_1","move-to, pick-up, move-to, pick-up, move-to, craft-bed_1"
train_95,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Stick))))\n)', '(move-to t1 t2)\n(pick-up i1 o9 t2)\n(move-to t2 t15)\n(craft-stick_0 t15 o1 i1 o9 i2 o21)')",True,"move-to, pick-up, move-to, craft-stick_0","move-to, pick-up, move-to, craft-stick_0"
train_96,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(move-to t1 t10)\n(pick-up i1 o9 t10)\n(move-to t10 t1)\n(craft-bowl_1 t1 o1 i1 o9 i1 o9 i2 o21)')",True,"move-to, pick-up, move-to, craft-bowl_1","move-to, pick-up, move-to, craft-bowl_1"
train_97,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Stick))))\n)', '(pick-up i1 o9 t1)\n(move-to t1 t5)\n(craft-stick_0 t5 o1 i1 o9 i2 o21)')",True,"pick-up, move-to, craft-stick_0","pick-up, move-to, craft-stick_0"
train_98,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o CookedPotato))))\n)', '(move-to t1 t11)\n(pick-up i1 o18 t11)\n(pick-up i2 o15 t11)\n(move-to t11 t6)\n(craft-cooked-potato_1 t6 o7 i1 o18 i2 o15 i3 o22)')",True,"move-to, pick-up, pick-up, move-to, craft-cooked-potato_1","move-to, pick-up, pick-up, move-to, craft-cooked-potato_1"
